	best_epoch	best_validation_em	best_validation_end_acc	best_validation_f1	best_validation_loss	best_validation_span_acc	best_validation_start_acc	dataset_reader.token_indexers.token_characters.character_tokenizer.byte_encoding	dataset_reader.token_indexers.token_characters.character_tokenizer.end_tokens	dataset_reader.token_indexers.token_characters.character_tokenizer.start_tokens	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.dropout	model.modeling_layer.bidirectional	model.modeling_layer.dropout	model.modeling_layer.hidden_size	model.modeling_layer.input_size	model.modeling_layer.num_layers	model.modeling_layer.type	model.num_highway_layers	model.phrase_layer.bidirectional	model.phrase_layer.dropout	model.phrase_layer.hidden_size	model.phrase_layer.input_size	model.phrase_layer.num_layers	model.phrase_layer.type	model.similarity_function.combination	model.similarity_function.tensor_1_dim	model.similarity_function.tensor_2_dim	model.similarity_function.type	model.span_end_encoder.bidirectional	model.span_end_encoder.dropout	model.span_end_encoder.hidden_size	model.span_end_encoder.input_size	model.span_end_encoder.num_layers	model.span_end_encoder.type	model.text_field_embedder.token_embedders.token_characters.dropout	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.embedding.num_embeddings	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.betas	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_cpu_memory_MB	training_duration	training_em	training_end_acc	training_epochs	training_f1	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_span_acc	training_start_acc	training_start_epoch	validation_data_path	validation_em	validation_end_acc	validation_f1	validation_loss	validation_span_acc	validation_start_acc
10	9	0.6182592242194891	0.6256385998107853	0.7223995323706718	2.8919639605437033	0.5024597918637653	0.5879848628193	utf-8	[260]	[259]	5	characters	True	single_id	squad	18	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.05330620180932866	True	0.29951560173872777	216	1768	3	lstm	1	True	0.22761417809055312	221	244	2	lstm	x,y,x*y	442	442	linear	True	0.2930438089802322	365	3064	2	lstm	0.12963612202668123	16	262	16	[1, 2, 3, 4]	36	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7654.868	7797	7569	7225	7419	7197	7065	6933	6343	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.512510379659988	0.5	max	2	reduce_on_plateau	20	['0.9813978415599726', '0.9915275435491366']	7.369474642849211e-05	adam	10	+em	7654.868	36080.0	0.8359342001621023	0.9505473806778616	18	0.927607231075898	5895	3033	4797	6765	0	0	0	0	0.7494109678635859	0.7840728775442642	0.7990844644345255	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6018921475875119	0.6064333017975402	0.7135088803359687	5.185285117009403	0.4770104068117313	0.5757805108798486
11	14	0.6606433301797541	0.6552507095553454	0.7584369878222373	2.7815898183434524	0.5311258278145695	0.6186376537369915	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.11028397023617698	True	0.48894199993175963	95	648	3	lstm	2	True	0.2938050029523015	81	192	2	lstm	x,y,x*y	162	162	linear	True	0.44458083654237585	200	1218	1	lstm	0.4596298279020681	58	262	58	[1, 2, 3, 4]	23	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7628.312	6801	7719	7619	5811	7947	7739	7787	8103	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.193866100650623	0.5	max	2	reduce_on_plateau	20	['0.9096563903074262', '0.9875940139483712']	0.0006880580480220429	adam	10	+em	7628.312	25873.0	0.7374970033904497	0.8345871528213792	19	0.856400414142501	6801	5221	7179	5811	6283	6851	5163	4063	1.3400512423934456	0.678363908263793	0.7402253450381854	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6567644276253548	0.6501419110690634	0.7604973835687806	3.0609137783793567	0.5264900662251656	0.6203405865657521
12	8	0.6619678334910123	0.6546830652790918	0.7571261592259396	2.718899540118479	0.5352885525070955	0.6234626300851467	utf-8	[260]	[259]	5	characters	True	single_id	squad	17	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3213948595635355	True	0.06803366642827569	496	1616	2	lstm	3	True	0.11792136585376911	202	355	3	lstm	x,y,x*y	404	404	linear	True	0.18635565967941614	234	4592	3	lstm	0.318115712120359	47	262	47	[1, 2, 3, 4, 5]	51	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7666.812	7825	7853	7905	8061	7841	7825	7785	7833	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.028433197957922	0.5	max	2	reduce_on_plateau	20	['0.9669521115705305', '0.9365256472695088']	0.0003188788964022436	adam	10	+em	7666.8	41504.0	0.8598614139430816	0.8980353657005217	17	0.9330548486298766	6987	6865	4459	4749	6207	5821	7785	7251	0.6194619079444507	0.8254660441329239	0.895386933640795	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6467360454115421	0.6427625354777673	0.7506066934092404	4.919277410103225	0.5104068117313151	0.5988647114474929
13	6	0.011920529801324504	0.005487228003784295	0.03573773112800852	22.53445238930014	0.00728476821192053	0.010690633869441817	utf-8	[260]	[259]	5	characters	True	single_id	squad	15	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3809305815639506	True	0.22581448851979308	154	824	2	lstm	2	True	0.18016161852145463	103	290	3	lstm	x,y,x*y	206	206	linear	True	0.07883115479939373	293	1748	2	lstm	0.009951756212760177	53	262	53	[1, 2, 3, 4, 5]	38	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7669.348	7489	8049	7939	7571	7215	7361	6805	8083	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.976716056892197	0.5	max	2	reduce_on_plateau	20	['0.9759088167823664', '0.9046594345502769']	0.023669049896078705	adam	10	+em	7669.34	26967.0	0.0007762645692302424	0.008470416328953527	15	0.06435526039745455	7489	8049	5335	4255	2787	4833	5307	8083	12.399841590863929	0.0003082226966061256	0.0086873137821208	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0005676442762535478	0.004635761589403974	0.06364399812076836	9.993098743023202	0.0003784295175023652	0.018637653736991486
14	1	0.006622516556291391	0.014947965941343426	0.07423411135610636	54783.76250768249	0.002838221381267739	0.021570482497634817	utf-8	[260]	[259]	5	characters	True	single_id	squad	10	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4722763585553104	True	0.22660735133865867	348	2560	3	lstm	1	True	0.12740745247105606	320	196	1	lstm	x,y,x*y	640	640	linear	True	0.15278684833781253	257	4648	3	lstm	0.1299024776476238	57	262	57	[1, 2, 3, 4]	24	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7657.108	7797	7827	6979	6961	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.93325091393302	0.5	max	2	reduce_on_plateau	20	['0.9970626371939527', '0.9627801526745966']	0.0017974696575330587	adam	10	+em	7657.108	22766.0	0.0009817463669676595	0.008778639025559653	10	0.061159714773243716	6501	6723	6979	6135	0	0	0	0	55519.7447859589	0.0003881322846151212	0.00905261475587621	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0015137180700094607	0.0130558183538316	0.06720718361839115	14656.807620142303	0.0008514664143803217	0.011636707663197729
15	5	0.41002838221381266	0.4313150425733207	0.5198514989599806	4.306750385916359	0.32894985808893096	0.4173131504257332	utf-8	[260]	[259]	5	characters	True	single_id	squad	14	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.05776928586181301	True	0.33202941628991484	225	760	3	lstm	2	True	0.41409298255394744	95	360	1	lstm	x,y,x*y	190	190	linear	True	0.04938982513672363	457	2110	3	lstm	0.3108182877755426	61	262	61	[1, 2, 3, 4, 5]	52	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7684.872	7825	7853	7905	6303	7769	7825	7183	7833	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.628056648165431	0.5	max	2	reduce_on_plateau	20	['0.972860617350632', '0.9100438836093813']	0.0011875150781271433	adam	10	+em	7684.872	31542.000000000004	0.6166737063208484	0.7085925638420529	14	0.7459036264747978	5373	7275	3671	6303	6207	7825	6007	6737	2.059090451535569	0.5764677678968938	0.6808639368029316	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.39971617786187325	0.42109744560075685	0.5108802038077762	4.931985383675787	0.3195837275307474	0.40832544938505205
16	19	0.6386944181646168	0.6403027436140019	0.740438802449773	2.794771167405975	0.5128666035950804	0.6007568590350048	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.07072481843050926	True	0.3652547328530257	81	1624	2	lstm	2	True	0.4265160872244939	203	265	3	lstm	x,y,x*y	406	406	linear	True	0.2767072460763302	92	2110	3	lstm	0.19366833417746865	45	262	45	[1, 2, 3]	55	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7635.296	7825	7853	7905	8061	7365	7825	7183	7833	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.7120407202448105	0.5	max	2	reduce_on_plateau	20	['0.9407698245559118', '0.9183579193839441']	7.52565455703029e-05	adam	10	+em	7635.296	33258.0	0.6151554241486775	0.711377983766938	19	0.7553076077013972	6985	6563	7847	8061	6207	5821	6007	6737	2.191509536842233	0.5581798878982637	0.6422676057945867	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6386944181646168	0.6403027436140019	0.740438802449773	2.794771167405975	0.5128666035950804	0.6007568590350048
17	0	0.007852412488174077	0.004068117313150426	0.051563978720781556	250202.85293205135	0.003973509933774834	0.021475875118259224	utf-8	[260]	[259]	5	characters	True	single_id	squad	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1856801825294882	True	0.09521878103925863	478	880	1	lstm	3	True	0.2579933522658716	110	415	1	lstm	x,y,x*y	220	220	linear	True	0.32701742835568204	128	3748	1	lstm	0.1820393773645701	37	262	37	[1, 2, 3, 4, 5]	63	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7636.692	7901	8115	7939	7107	8089	8081	7975	7977	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.291048727229398	0.5	max	2	reduce_on_plateau	20	['0.9996378362820325', '0.968978232182423']	0.0016799428391884924	adam	10	+em	7636.692	12329.0	0.0006392767040719643	0.008550325916962523	9	0.06344891519872599	5649	3597	6521	7107	4661	7735	5981	4677	1080629.6935730593	0.00025114441945684314	0.008253518875786254	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0003784295175023652	0.010312204351939452	0.0006897802690263976	57282.46145754539	0.0002838221381267739	0.0002838221381267739
18	2	0.014947965941343426	0.004541154210028382	0.061769343485967576	9.767637972752373	0.0011352885525070956	0.010596026490066225	utf-8	[260]	[259]	5	characters	True	single_id	squad	11	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.34760232760219917	True	0.28674753129881725	235	1848	1	lstm	1	True	0.06198088495942111	231	220	1	lstm	x,y,x*y	462	462	linear	True	0.013947238259557904	337	3258	1	lstm	0.12298768692287354	46	262	46	[1, 2, 3]	40	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7633.544	6985	7697	7847	8061	6207	7825	6995	6819	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.179202189815506	0.5	max	2	reduce_on_plateau	20	['0.9237478944750496', '0.9413048197254141']	0.05208251759946468	adam	10	+em	7633.544	14565.0	0.0006849393257913904	0.008481831984383383	11	0.0640724926375206	6985	6865	7847	8061	6207	5821	6007	10	10.470176011525332	0.00028539138574641264	0.00872156074841037	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0001892147587511826	0.00510879848628193	0.09201745944415636	9.764391820477647	9.46073793755913e-05	0.019962157048249763
19	18	0.6346263008514664	0.6498580889309367	0.7411462315470269	2.7406046141654747	0.5118259224219489	0.5992431409649953	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.21714633314034176	True	0.21734196450586002	107	1144	3	lstm	1	True	0.4695165528260551	143	390	1	lstm	x,y,x*y	286	286	linear	True	0.14028764794894394	128	1786	1	lstm	0.47400430373981595	38	262	38	[1, 2, 3, 4, 5]	58	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7628.896	6891	4551	7939	7107	8089	7739	6653	8005	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.42740131782773	0.5	max	2	reduce_on_plateau	20	['0.9876467407221152', '0.9091237375618993']	4.2197440125537574e-05	adam	10	+em	7628.896	25574.0	0.5859427619036747	0.6918686286373132	19	0.7373699639419755	5299	4551	6521	5811	6419	6035	6069	8005	2.38415629300897	0.5284421055034875	0.6172444890923412	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6297067171239357	0.6421002838221381	0.7393732674485366	2.783278046685881	0.5066225165562914	0.599526963103122
20	8	0.6478713339640492	0.6517502365184484	0.7489107657004332	2.646254677996152	0.522894985808893	0.6077578051087985	utf-8	[260]	[259]	5	characters	True	single_id	squad	17	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.43008613420913794	True	0.39916952757025703	451	1560	2	lstm	1	True	0.08158070158436548	195	151	2	lstm	x,y,x*y	390	390	linear	True	0.004388786818866397	258	4266	3	lstm	0.30235590722932487	50	262	50	[1, 2, 3]	17	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7648.952	6875	7953	8065	8009	6169	6949	7599	5975	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.012190517449504	0.5	max	2	reduce_on_plateau	20	['0.9875150540297319', '0.9563846343446551']	0.00013044769553337632	adam	10	+em	7648.32	37269.0	0.782737245858971	0.8784803479491775	17	0.8896270406904496	4605	7953	4587	5669	1839	3701	1705	3271	1.011673155228297	0.7288211052637588	0.7808993253347641	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6371807000946074	0.6287606433301798	0.740852177701042	3.7087410411567805	0.507190160832545	0.6018921475875119
21	2	0.013718070009460738	0.03415326395458846	0.05677190466345821	9.76860805502818	0.006054872280037843	0.0130558183538316	utf-8	[260]	[259]	5	characters	True	single_id	squad	11	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4600748516534055	True	0.19082066562257965	105	1504	3	lstm	3	True	0.34909336736270397	188	180	1	lstm	x,y,x*y	376	376	linear	True	0.3612352636416374	472	2134	2	lstm	0.2664513340722142	30	262	30	[1, 2, 3, 4, 5]	16	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7664.276	7489	8049	7853	5627	7647	7559	8005	7653	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.075677941202622	0.5	max	2	reduce_on_plateau	20	['0.9394975548577512', '0.9169565166555295']	0.04301258203499187	adam	10	+em	7664.276	20697.0	0.0006849393257913904	0.008630235504971518	11	0.06395120158683096	7331	7049	7853	5627	5217	4493	6979	3799	10.269039316308008	0.00025114441945684314	0.008767223370129796	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0006622516556291391	0.031125827814569535	0.06177960282339749	9.779944080087313	0.0003784295175023652	0.021475875118259224
22	19	0.1914853358561968	0.27559129612109745	0.3230923753407008	5.9545292338517	0.15354777672658468	0.22232734153263956	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.38482797594816914	True	0.47025587425392523	508	2208	1	lstm	2	True	0.27285458157987746	276	211	2	lstm	x,y,x*y	552	552	linear	True	0.33183458240595365	429	5256	2	lstm	0.07108789816192312	25	262	25	[1, 2, 3]	37	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7691.22	7797	8103	8059	8079	679	679	679	677	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.054830314211861	0.5	max	2	reduce_on_plateau	20	['0.947666815379585', '0.9965745722167036']	3.3194335457018764e-06	adam	10	+em	7691.22	40711.0	0.1528556262057786	0.2600942933138506	19	0.2750782826315676	6501	7953	6147	8009	679	679	679	675	6.112062551463576	0.1384719003641594	0.20322149796230551	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.1914853358561968	0.27559129612109745	0.3230923753407008	5.9545292338517	0.15354777672658468	0.22232734153263956
23	15	0.18344370860927153	0.2271523178807947	0.2777544779190033	6.829286572792526	0.14796594134342478	0.21816461684011354	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.0916179816229119	True	0.33903618039183264	108	1104	2	lstm	1	True	0.33046582818836595	138	352	1	lstm	x,y,x*y	276	276	linear	True	0.17540896356956814	183	1752	3	lstm	0.4771653163144011	39	262	39	[1, 2, 3, 4]	63	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7636.076	7331	8049	7853	6077	7973	7559	8005	7923	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.701715482473244	0.5	max	2	reduce_on_plateau	20	['0.9616889119017729', '0.9479102479956483']	0.009474306140637385	adam	10	+em	7636.076	27343.0	0.15412276395849267	0.23480861653671845	19	0.25623949073174523	7331	5013	4945	4679	5013	4647	1985	5253	6.444405104275708	0.13935090583225837	0.21884953024577905	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.18126773888363293	0.23131504257332072	0.2805916996966531	6.558901997449358	0.1466414380321665	0.2165562913907285
24	3	0.0003784295175023652	0.004541154210028382	0.06861358267493042	796.4845442086594	9.46073793755913e-05	0.008798486281929991	utf-8	[260]	[259]	5	characters	True	single_id	squad	12	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.39545852104161294	True	0.36660780761225176	456	2008	3	lstm	3	True	0.16088881110057346	251	410	1	lstm	x,y,x*y	502	502	linear	True	0.35331910250296267	172	4744	3	lstm	0.22656611899774226	50	262	50	[1, 2, 3, 4, 5]	62	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7686.608	7919	7629	7847	8061	6479	7825	7785	7637	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.180036089502615	0.5	max	2	reduce_on_plateau	20	['0.9970235629017062', '0.9798240602157721']	0.006769941149200351	adam	10	+em	7686.608	28164.0	0.0006963549812212468	0.008892795579858217	12	0.06194544620067318	7919	6865	7769	6045	6045	6033	7237	5545	141194.4920719178	0.00028539138574641264	0.00807086838890855	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0	0.004541154210028382	0.06656674319291045	726.4825261703237	0.0	0.00946073793755913
25	19	0.45789971617786185	0.5202459791863765	0.5899879247333483	3.844485084516378	0.3701986754966887	0.4417218543046358	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.2994124428349669	True	0.12821071905851528	151	1080	1	lstm	1	True	0.2321181438245999	135	264	2	lstm	x,y,x*y	270	270	linear	True	0.03816100621226404	273	1986	2	lstm	0.27106635962849657	59	262	59	[1, 2, 3, 4]	41	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7642.04	6061	7569	6877	7419	6715	7065	7463	7479	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.008060283970862	0.5	max	2	reduce_on_plateau	20	['0.9016022675511391', '0.9876725823049246']	1.662963773064195e-05	adam	10	+em	7642.04	27795.0	0.3736344022192034	0.517585817189694	19	0.5327796682883912	6061	7569	6877	6765	0	10	679	679	4.003939044072748	0.332937590611765	0.40402287697348144	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.45789971617786185	0.5202459791863765	0.5899879247333483	3.844485084516378	0.3701986754966887	0.4417218543046358
26	9	0.010406811731315043	0.00728476821192053	0.025815517171494197	9.764002198350592	0.00728476821192053	0.021475875118259224	utf-8	[260]	[259]	5	characters	True	single_id	squad	18	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.2414514244346171	True	0.27784828793196154	215	1736	2	lstm	1	True	0.21822992513261152	217	352	2	lstm	x,y,x*y	434	434	linear	True	0.08744679517483356	156	3026	3	lstm	0.4247172791703304	30	262	30	[1, 2, 3, 4]	63	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7640.556	8041	7283	7985	7567	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.10344038564999	0.5	max	2	reduce_on_plateau	20	['0.9794257302428284', '0.9542593410892042']	0.08458356276504257	adam	10	+em	7640.556	30519.000000000004	0.0006050297377823947	0.008253518875786254	18	0.06411344852046	6799	5183	7985	7311	0	0	0	0	9.94281480675963	0.0002625600748866996	0.008390506740944532	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.010406811731315043	0.00728476821192053	0.025815517171494197	9.761535079684814	0.00728476821192053	0.021475875118259224
27	13	0.6464522232734153	0.6441816461684011	0.7422172364721732	3.2300829296754094	0.5210974456007569	0.6029328287606434	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.15213639656529043	True	0.3719383176119523	200	2208	1	lstm	2	True	0.4260356956375381	276	260	3	lstm	x,y,x*y	552	552	linear	True	0.44080038637896857	116	3408	1	lstm	0.3724430388318767	17	262	17	[1, 2, 3, 4, 5]	32	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7642.728	7489	8049	5889	7571	7215	7361	8005	8083	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.7887545625328345	0.5	max	2	reduce_on_plateau	20	['0.9708111877559303', '0.9763431979607232']	0.00030700088256092086	adam	10	+em	7642.728	30022.000000000004	0.8374068197125538	0.8967453966369479	19	0.9203976233227443	7489	8049	5889	5627	4519	4833	8005	7213	0.7334604723261644	0.7957625087044372	0.8541992488498727	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6390728476821192	0.6358561967833491	0.7379221674757501	3.962685009444896	0.5146641438032167	0.5970671712393567
28	5	0.2732261116367077	0.31125827814569534	0.3671739978152336	5.430073080914103	0.2237464522232734	0.2993377483443709	utf-8	[260]	[259]	5	characters	True	single_id	squad	14	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1197094889534897	True	0.15582227965917994	333	1056	2	lstm	2	True	0.1755898462986798	132	335	2	lstm	x,y,x*y	264	264	linear	True	0.38452604136253465	495	3054	1	lstm	0.08092088964106386	57	262	57	[1, 2, 3, 4, 5]	47	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7661.648	6891	8115	7937	7597	8089	7735	7477	8005	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.911596379435577	0.5	max	2	reduce_on_plateau	20	['0.9764289568881915', '0.9966645474916471']	0.00494432800433984	adam	10	+em	7661.648	26451.0	0.1583693877783993	0.23224009406500074	14	0.26794755731966385	6529	4551	6521	5811	7307	629	4441	6305	6.244806134036687	0.13932807452139864	0.22323314193084395	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.23443708609271524	0.2818353831598865	0.3379187386732512	5.834537416651462	0.18959318826868496	0.2671712393566698
