	best_epoch	best_validation_em	best_validation_end_acc	best_validation_f1	best_validation_loss	best_validation_span_acc	best_validation_start_acc	dataset_reader.token_indexers.token_characters.character_tokenizer.byte_encoding	dataset_reader.token_indexers.token_characters.character_tokenizer.end_tokens	dataset_reader.token_indexers.token_characters.character_tokenizer.start_tokens	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.dropout	model.modeling_layer.bidirectional	model.modeling_layer.dropout	model.modeling_layer.hidden_size	model.modeling_layer.input_size	model.modeling_layer.num_layers	model.modeling_layer.type	model.num_highway_layers	model.phrase_layer.bidirectional	model.phrase_layer.dropout	model.phrase_layer.hidden_size	model.phrase_layer.input_size	model.phrase_layer.num_layers	model.phrase_layer.type	model.similarity_function.combination	model.similarity_function.tensor_1_dim	model.similarity_function.tensor_2_dim	model.similarity_function.type	model.span_end_encoder.bidirectional	model.span_end_encoder.dropout	model.span_end_encoder.hidden_size	model.span_end_encoder.input_size	model.span_end_encoder.num_layers	model.span_end_encoder.type	model.text_field_embedder.token_embedders.token_characters.dropout	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.embedding.num_embeddings	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.betas	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_cpu_memory_MB	training_duration	training_em	training_end_acc	training_epochs	training_f1	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_span_acc	training_start_acc	training_start_epoch	validation_data_path	validation_em	validation_end_acc	validation_f1	validation_loss	validation_span_acc	validation_start_acc
10	9	0.6449385052034059	0.6434247871333965	0.7473159111887004	3.2040143077925367	0.5169347209082309	0.6024597918637654	utf-8	[260]	[259]	5	characters	True	single_id	squad	18	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.11224051793133066	True	0.4201509782210419	106	1664	2	lstm	1	True	0.12010243824739497	208	336	3	lstm	x,y,x*y	416	416	linear	True	0.4400364524882285	233	2300	1	lstm	0.13030901990838084	32	262	32	[1, 2, 3, 4]	59	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7648.808	7453	8089	8019	5861	6025	7461	6597	6543	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.74484003922177	0.5	max	2	reduce_on_plateau	20	['0.9716787965443435', '0.9407113797511023']	0.0005655321394294516	adam	10	+em	7648.556	30409.000000000004	0.9052843068984806	0.942476512288953	18	0.9555151278770299	3603	8089	6739	5861	6025	3933	10	0	0.38239418601353553	0.886482722405507	0.9269169739380586	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6275307473982971	0.6262062440870388	0.7322004885569777	5.059166868227152	0.49337748344370863	0.58240302743614
11	19	0.04257332071901608	0.0957426679280984	0.12179842055860395	7.802064960554761	0.0336802270577105	0.07956480605487228	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3791095555928797	True	0.49666711707937533	254	1384	2	lstm	3	True	0.24438294419842843	173	280	1	lstm	x,y,x*y	346	346	linear	True	0.0053315577557829785	180	2908	2	lstm	0.223043576275622	45	262	45	[1, 2, 3, 4]	45	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7646.844	7075	8089	7825	7491	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.445635040657976	0.5	max	2	reduce_on_plateau	20	['0.9679650651917929', '0.992192880688062']	1.2098008560631736e-06	adam	10	+em	7646.844	27357.0	0.03367618351807669	0.09183894793319558	19	0.10454071841148709	6829	6349	7295	6595	0	0	0	0	7.827939372824751	0.030982088836630554	0.08043470815876894	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.04257332071901608	0.0957426679280984	0.12179842055860395	7.802064960554761	0.0336802270577105	0.07956480605487228
12	8	0.6534531693472091	0.6489120151371807	0.7512590013230548	2.7237187400347525	0.5247871333964049	0.6143803216650898	utf-8	[260]	[259]	5	characters	True	single_id	squad	17	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.16477049384640907	True	0.08603961611515465	92	2448	2	lstm	2	True	0.4146463517990977	306	196	2	lstm	x,y,x*y	612	612	linear	True	0.022257133243536398	268	3000	1	lstm	0.35757342932320063	49	262	49	[1, 2, 3, 4]	24	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7646.52	8055	8089	8019	7231	6751	7461	6093	6543	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.425067829191246	0.5	max	2	reduce_on_plateau	20	['0.9084966278318343', '0.9504316036399975']	0.00030153605507313576	adam	10	+em	7646.52	28188.0	0.8569846687747577	0.9195767074966609	17	0.9310218361887153	2901	8089	6739	5861	5353	1065	3511	6457	0.6475954987884385	0.8166645737965045	0.8613796961152524	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6415326395458846	0.6374645222327342	0.7449677897625777	4.243147048890681	0.5138126773888363	0.6053926206244087
13	4	0.6403027436140019	0.6487228003784296	0.7446873569551175	2.6639419856302315	0.5161778618732261	0.6064333017975402	utf-8	[260]	[259]	5	characters	True	single_id	squad	13	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1176718386303734	True	0.10549713187121645	454	2936	1	lstm	1	True	0.27978312371743563	367	212	1	lstm	x,y,x*y	734	734	linear	True	0.22514937222116127	80	5660	3	lstm	0.03279591573818175	31	262	31	[1, 2, 3, 4]	28	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7665.28	8117	7235	7645	7939	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.297035640294415	0.5	max	2	reduce_on_plateau	20	['0.9090860009990973', '0.9871996916504745']	0.0001588586766146312	adam	10	+em	7665.28	21535.0	0.9478761173072752	0.969611525245722	13	0.9747133904461546	6623	7235	6423	6323	0	0	0	0	0.2201602170347623	0.9392801287685932	0.960935627119031	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6176915799432355	0.6240302743614002	0.7301606050765261	5.711609998376936	0.4957426679280984	0.5852412488174078
14	19	0.11788079470198676	0.18741721854304635	0.22670904808527595	6.78644167601431	0.09508041627246926	0.15354777672658468	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.21274992404391146	True	0.08187144404959762	289	1368	1	lstm	2	True	0.004237772499222858	171	270	3	lstm	x,y,x*y	342	342	linear	True	0.37052191245729904	320	3102	1	lstm	0.360004886561526	34	262	34	[1, 2, 3, 4, 5]	34	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7644.416	8073	7193	7945	7909	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.311713652378898	0.5	max	2	reduce_on_plateau	20	['0.9730964466244169', '0.9058486533069332']	2.1276645246001555e-06	adam	10	+em	7644.416	30104.000000000004	0.09387093459971005	0.17551570223404378	19	0.19305619513376207	6879	6175	6805	6067	0	0	0	0	6.884638167734016	0.08622244546170618	0.14586924508270643	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.11788079470198676	0.18741721854304635	0.22670904808527595	6.78644167601431	0.09508041627246926	0.15354777672658468
15	14	0.659508041627247	0.6507095553453169	0.756346946109011	2.9880256973849484	0.5307473982970672	0.6135288552507095	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3921699080487693	True	0.043168401884269514	455	1536	1	lstm	2	True	0.20312806858884674	192	163	2	lstm	x,y,x*y	384	384	linear	True	0.026344267119689346	103	4266	2	lstm	0.12375524871700738	39	262	39	[1, 2, 3]	21	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7647.168	8037	7951	7925	7147	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.318479746256962	0.5	max	2	reduce_on_plateau	20	['0.9360588325477975', '0.9686024450038373']	0.00031160306846020336	adam	10	+em	7647.168	27124.0	0.7829084806904189	0.8553978926700077	19	0.8904186555132281	5863	6167	5809	7147	0	0	0	0	1.0297592091111287	0.7346659208438453	0.8099864153700385	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6385052034058657	0.6375591296121097	0.7437912020568036	3.45793073359488	0.5114474929044466	0.6014191106906339
16	19	0.49952696310312206	0.5376537369914853	0.6193513580286869	3.609379714447864	0.39640491958372753	0.4771050141911069	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.431294991259479	True	0.35768027927101803	253	712	2	lstm	2	True	0.4552945130850388	89	320	2	lstm	x,y,x*y	178	178	linear	True	0.315158986455861	505	2230	3	lstm	0.2701028213183954	60	262	60	[1, 2, 3, 4]	55	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7702.008	8053	8015	7295	7489	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.895708756430217	0.5	max	2	reduce_on_plateau	20	['0.9970742612422568', '0.9217940240037581']	2.8169511340663152e-05	adam	10	+em	7702.008	42928.0	0.40073516820968275	0.5210675920958002	19	0.5484167112208878	8037	7111	6873	6319	0	0	0	0	3.8313017319544267	0.35727576798821903	0.43233370243952557	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.49952696310312206	0.5376537369914853	0.6193513580286869	3.609379714447864	0.39640491958372753	0.4771050141911069
17	12	0.6629139072847682	0.6677388836329233	0.7624786616129117	2.551669399153988	0.5373699148533586	0.622232734153264	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.45733187306833134	True	0.04096300921058815	473	824	1	lstm	2	True	0.06720975981121619	103	332	1	lstm	x,y,x*y	206	206	linear	True	0.1488065248788354	349	3662	3	lstm	0.15896599184332932	28	262	28	[1, 2, 3, 4]	58	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7681.096	7491	8089	7825	7491	6751	7461	7383	6457	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.782552548128271	0.5	max	2	reduce_on_plateau	20	['0.9360753745973249', '0.9543053099768908']	0.00022697353081169166	adam	10	+em	7681.096	34956.0	0.7211383691594653	0.8279089943949132	19	0.8463571529391801	10	5643	5095	4231	0	0	0	0	1.4281237565246347	0.663009851710636	0.7265265585223576	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6540208136234626	0.6540208136234626	0.755642950883192	3.1374696612177746	0.5276253547776727	0.6173131504257332
18	18	0.6153263954588458	0.6242194891201513	0.7232265897585506	2.834392741660668	0.4954588457899716	0.5867549668874172	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.24453092291188655	True	0.39544983595994726	412	736	1	lstm	2	True	0.03818336168455788	92	216	1	lstm	x,y,x*y	184	184	linear	True	0.31259628307587967	137	3208	2	lstm	0.008227191695092895	62	262	62	[1, 2, 3, 4]	29	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7635.396	8055	8089	8019	7231	6751	6769	6115	6655	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.585211387605751	0.5	max	2	reduce_on_plateau	20	['0.9861656233229528', '0.9902877494744179']	0.002681713893553501	adam	10	+em	7635.396	25516.0	0.526490028424982	0.6194705419011632	19	0.6745286453231863	5177	8089	6739	5861	2111	2209	2547	4449	2.991234424299301	0.4722200025114442	0.5698809347138666	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.614569536423841	0.6250709555345317	0.7217848949118679	2.8460536309702493	0.4975402081362346	0.5858088930936614
19	6	0.6737937559129612	0.6728476821192053	0.7705623422006611	2.4959997598775034	0.5491958372753075	0.6325449385052034	utf-8	[260]	[259]	5	characters	True	single_id	squad	15	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.34998927817392655	True	0.27997236027350214	69	2440	3	lstm	1	True	0.22896724904073862	305	315	1	lstm	x,y,x*y	610	610	linear	True	0.2510332225574338	144	2854	1	lstm	0.09404753815742656	22	262	22	[1, 2, 3, 4, 5]	43	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7638.268	8037	7951	7925	7147	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.940112021310192	0.5	max	2	reduce_on_plateau	20	['0.947866083837429', '0.962672431048877']	0.00039012018113322364	adam	10	+em	7638.268	21472.0	0.8136394251075926	0.8852612472745123	15	0.9109879239956213	8037	7497	7069	7147	0	0	0	0	0.8730796051977976	0.7631936437630567	0.8246441169419743	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6596972563859981	0.6603595080416272	0.7637773030425388	3.5525051622275323	0.5319772942289499	0.6195837275307474
20	19	0.4491958372753075	0.47048249763481553	0.5603307982223023	4.073830739452691	0.3596972563859981	0.44541154210028383	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.30374184476906546	True	0.45511300454974035	456	896	1	lstm	2	True	0.09269450896906534	112	240	3	lstm	x,y,x*y	224	224	linear	True	0.0695439170974132	423	3632	2	lstm	0.28951645836589557	55	262	55	[1, 2, 3, 4, 5]	28	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7678.172	6829	8089	7825	7491	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.877715397202065	0.5	max	2	reduce_on_plateau	20	['0.9024233719324689', '0.9832634300767136']	0.0031076625617532266	adam	10	+em	7678.172	36533.0	0.4210550348748273	0.5084761241566684	19	0.5601938124128775	6829	6349	7295	4923	0	0	0	0	3.696990635188203	0.37798376693797875	0.47911505839107754	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.4491958372753075	0.47048249763481553	0.5603307982223023	4.073830739452691	0.3596972563859981	0.44541154210028383
