	best_epoch	best_validation_em	best_validation_end_acc	best_validation_f1	best_validation_loss	best_validation_span_acc	best_validation_start_acc	dataset_reader.token_indexers.token_characters.character_tokenizer.byte_encoding	dataset_reader.token_indexers.token_characters.character_tokenizer.end_tokens	dataset_reader.token_indexers.token_characters.character_tokenizer.start_tokens	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.dropout	model.modeling_layer.bidirectional	model.modeling_layer.dropout	model.modeling_layer.hidden_size	model.modeling_layer.input_size	model.modeling_layer.num_layers	model.modeling_layer.type	model.num_highway_layers	model.phrase_layer.bidirectional	model.phrase_layer.dropout	model.phrase_layer.hidden_size	model.phrase_layer.input_size	model.phrase_layer.num_layers	model.phrase_layer.type	model.similarity_function.combination	model.similarity_function.tensor_1_dim	model.similarity_function.tensor_2_dim	model.similarity_function.type	model.span_end_encoder.bidirectional	model.span_end_encoder.dropout	model.span_end_encoder.hidden_size	model.span_end_encoder.input_size	model.span_end_encoder.num_layers	model.span_end_encoder.type	model.text_field_embedder.token_embedders.token_characters.dropout	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.embedding.num_embeddings	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.betas	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_cpu_memory_MB	training_duration	training_em	training_end_acc	training_epochs	training_f1	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_span_acc	training_start_acc	training_start_epoch	validation_data_path	validation_em	validation_end_acc	validation_f1	validation_loss	validation_span_acc	validation_start_acc	dataset_reader.sample
10	19	0.11816461684011353	0.19725638599810785	0.23512061362898956	6.68163330219517	0.0934720908230842	0.15808893093661305	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.16396087793633712	True	0.02715643082464625	495	1352	2	lstm	2	True	0.0923845553093387	169	245	2	lstm	x,y,x*y	338	338	linear	True	0.2883295464249512	469	4322	3	lstm	0.14135033812336495	38	262	38	[1, 2, 3, 4, 5]	29	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7731.644	7967	8083	7839	7989	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.878576421075747	0.5	max	2	reduce_on_plateau	20	['0.958426356723875', '0.9272330840025422']	1.686566591064545e-06	adam	10	+em	7731.644	49986.0	0.09803764883160766	0.18227377024851882	19	0.19995820257783148	5467	5841	7809	5887	6.7914187231455765	0.09009235265242754	0.15060674208609687	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.11816461684011353	0.19725638599810785	0.23512061362898956	6.68163330219517	0.0934720908230842	0.15808893093661305	115000
11	9	0.6216650898770104	0.6264900662251656	0.7274132660695065	2.944114235543988	0.4989593188268685	0.5839167455061495	utf-8	[260]	[259]	5	characters	True	single_id	squad	18	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.03796411913873016	True	0.4183613008411418	426	1032	3	lstm	2	True	0.01571685547433016	129	250	2	lstm	x,y,x*y	258	258	linear	True	0.3885909909794729	359	3588	2	lstm	0.15581302392996965	37	262	37	[1, 2, 3]	50	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7664.044	7345	8083	7935	7989	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.224003947140657	0.5	max	2	reduce_on_plateau	20	['0.9414775853577649', '0.9791956573891395']	6.458836504878027e-05	adam	10	+em	7663.864	40087.0	0.8467790728204659	0.9380129910158792	18	0.933500484782964	6235	7725	5413	6951	0.713753108282884	0.7960821470564733	0.8240619185150515	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.5878902554399243	0.5872280037842952	0.7028836861459697	5.496663166066342	0.4663197729422895	0.5660359508041627	115000
12	0	0.054399243140964997	0.09006622516556291	0.11645591935048462	7.733192311833738	0.046546830652790916	0.09006622516556291	utf-8	[260]	[259]	5	characters	True	single_id	squad	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.14757992418338484	True	0.1883339700062085	107	1776	2	lstm	3	True	0.0038770780942276595	222	148	3	lstm	x,y,x*y	444	444	linear	True	0.3252689866741103	200	2418	1	lstm	0.1355237075757998	54	262	54	[1, 2, 3]	16	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7640.044	7999	8087	7961	6967	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.616078987037444	0.5	max	2	reduce_on_plateau	20	['0.9314056048601101', '0.9282127204714675']	0.00743596091234042	adam	10	+em	7640.044	15282.000000000002	0.0005022888389136863	0.03308256943572415	9	0.0598071100811044	7999	6463	4963	4373	9.738282876471951	0.00036530097375540816	0.025000285391385747	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0	0.03415326395458846	0.06592811070267829	9.683429710803702	0.0	0.021475875118259224	115000
13	10	0.6503311258278146	0.6544938505203406	0.746972661440023	2.657323356746004	0.5282876064333017	0.6106906338694418	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3620597713717673	True	0.011061575455072026	431	1496	1	lstm	3	True	0.12989314079088538	187	253	2	lstm	x,y,x*y	374	374	linear	True	0.3143079945621325	77	4082	2	lstm	0.18140737730208745	48	262	48	[1, 2, 3]	51	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7657.42	8109	7485	7831	8003	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.016370795290435	0.5	max	2	reduce_on_plateau	20	['0.9077578578962805', '0.9887799865569372']	0.00012762498467744438	adam	10	+em	7657.42	28073.0	0.7429194397196315	0.8247696891517027	19	0.8673384364440228	5961	7485	6683	8003	1.246550484631704	0.6866859210721583	0.770648066758753	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6410596026490066	0.6415326395458846	0.7410573102488958	3.284623560133572	0.5161778618732261	0.6005676442762535	115000
14	14	0.6360454115421003	0.6317880794701987	0.7343083989710968	3.160121837109553	0.511352885525071	0.5961210974456007	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4315163236552717	True	0.13149651026897147	472	976	3	lstm	3	True	0.4449675051133841	122	256	3	lstm	x,y,x*y	244	244	linear	True	0.25870878240589334	241	3808	2	lstm	0.4091691916095133	51	262	51	[1, 2, 3]	52	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7663.872	7309	7575	7831	7977	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.720717982733733	0.5	max	2	reduce_on_plateau	20	['0.9125023581671485', '0.9390070124034923']	0.00020741593910613974	adam	10	+em	7663.872	41595.0	0.7149853308827726	0.7893012477311385	19	0.8375361857065146	4693	7031	6683	6773	1.4507938889553558	0.6646651217479651	0.7558647929770888	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6173131504257332	0.61759697256386	0.7215590483937848	3.849588486322296	0.4960264900662252	0.5837275307473982	115000
15	2	0.0011352885525070956	0.004541154210028382	0.07726407735197934	296691.51778717735	9.46073793755913e-05	0.020056764427625356	utf-8	[260]	[259]	5	characters	True	single_id	squad	11	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1775338590270591	True	0.1069857386500806	301	2080	3	lstm	1	True	0.2801023278353895	260	365	1	lstm	x,y,x*y	520	520	linear	True	0.2530575536480975	431	3886	1	lstm	0.032676168803697225	55	262	55	[1, 2, 3, 4, 5]	53	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7681.084	7345	7725	7809	6951	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.72392390622848	0.5	max	2	reduce_on_plateau	20	['0.9936024803882973', '0.910108400324474']	0.01189047568779736	adam	10	+em	7681.084	22006.0	0.0006849393257913904	0.005684996404068539	11	0.06167146494225232	6235	7725	5413	6951	118349.50550156964	0.0002283131085971301	0.006347104419000217	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	9.46073793755913e-05	0.0020813623462630085	0.07433445273187572	15902.766440525718	0.0	0.01693472090823084	115000
16	0	0.010406811731315043	0.00728476821192053	0.025815517171494207	9.760903629701184	0.00728476821192053	0.021475875118259224	utf-8	[260]	[259]	5	characters	True	single_id	squad	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.13773455996591039	True	0.3395204112013954	348	2712	1	lstm	2	True	0.0358391603244374	339	240	1	lstm	x,y,x*y	678	678	linear	True	0.45741410119747683	384	4800	1	lstm	0.14280100983782895	16	262	16	[1, 2, 3, 4]	35	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7670.256	7975	7095	7291	7149	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.64320473327175	0.5	max	2	reduce_on_plateau	20	['0.929185950740853', '0.9942917315274624']	0.04328406916799574	adam	10	+em	7670.256	14824.000000000002	0.00036530097375540816	0.008401922396374387	9	0.0648588257994606	6939	5627	7291	6799	10.198996136634861	0.00015981917601799107	0.011689631160173061	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0	0.0048249763481551565	0.09197265836247408	9.759371494922263	0.0	0.021475875118259224	115000
17	19	0.6204351939451277	0.6184484389782403	0.7256075236744326	2.9484322977318524	0.4996215704824976	0.590728476821192	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.22076290143577493	True	0.42106204818588544	163	2704	2	lstm	3	True	0.2024025398112993	338	240	2	lstm	x,y,x*y	676	676	linear	True	0.07752990222998196	345	3682	2	lstm	0.2451589420407525	50	262	50	[1, 2, 3, 4]	35	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7657.812	7977	7823	7291	8003	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.175204890484114	0.5	max	2	reduce_on_plateau	20	['0.9860446412964897', '0.9839227125753653']	0.0018347671134770953	adam	10	+em	7657.812	37119.0	0.5940821242251624	0.67383189305814	19	0.7322049426969428	6687	7823	7291	6009	2.5374692926123807	0.539777851345335	0.6395963424240003	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6204351939451277	0.6184484389782403	0.7256075236744326	2.9484322977318524	0.4996215704824976	0.590728476821192	115000
18	19	0.13755912961210975	0.22090823084200567	0.272248725782084	6.296480465945245	0.11002838221381268	0.18874172185430463	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3616930843295345	True	0.3358253384204271	345	1336	2	lstm	2	True	0.06327204414872273	167	168	1	lstm	x,y,x*y	334	334	linear	True	0.05849568849831027	98	3406	2	lstm	0.4424056919105834	55	262	55	[1, 2, 3, 4]	17	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7654.38	8109	7031	7831	7977	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.933554972214508	0.5	max	2	reduce_on_plateau	20	['0.9409086057204495', '0.9731749689509754']	2.7342862461442193e-06	adam	10	+em	7654.38	28248.0	0.10809484126531124	0.19814153129601936	19	0.2244187915364449	6199	7031	5043	6311	6.551140248677502	0.0980034018653181	0.1718626924964897	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.13755912961210975	0.22090823084200567	0.272248725782084	6.296480465945245	0.11002838221381268	0.18874172185430463	115000
19	19	0.32573320719016086	0.40794701986754967	0.4638562955850791	4.850073562988535	0.2619678334910123	0.33349101229895933	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.01937922129027153	True	0.3403824817860873	165	2336	3	lstm	3	True	0.16481482847283635	292	274	1	lstm	x,y,x*y	584	584	linear	True	0.27477743584962716	221	3326	2	lstm	0.06016580522332582	38	262	38	[1, 2, 3]	58	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7652.016	7967	8083	7839	7989	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.124039986893884	0.5	max	2	reduce_on_plateau	20	['0.9589284332542568', '0.9788763062115903']	5.888039810875438e-06	adam	10	+em	7652.016	31246.000000000004	0.2793639196794484	0.4140115754746059	19	0.4315268792695741	7345	6519	6799	7989	4.811030249051307	0.2518864370597838	0.3239078071667485	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.32573320719016086	0.40794701986754967	0.4638562955850791	4.850073562988535	0.2619678334910123	0.33349101229895933	115000
