	C	Unnamed: 0	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.archive_file	model.input_embedder.token_embedders.elmo.bos_eos_tokens	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.remove_bos_eos	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	penalty	random_state	solver	test_data_path	tol	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size
51		1.0		16.0	0.9176	0.242062805730636	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	25.0	False	32.0	basic	0.2	['attention final_state maxpool']	True	215.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3454.22	836.0	2064.0	1586.0	1472.0	1336.0	784.0	922.0	1388.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	7.412911268980818e-05	adam	10.0	+accuracy	0.9296080835485526	3454.22	4001.0000000000014	25.0	836.0	2064.0	1586.0	996.0	1202.0	784.0	732.0	1388.0	0.199517887794663	0.0	0.9168	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2423179639610136	10000.0
52		2.0		3.0	0.92	0.26110454985670223	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	32.0	basic	0.0	['meanpool maxpool']	True	330.0	50.0	1.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3449.592	1274.0	2154.0	910.0	668.0	1768.0	1160.0	882.0	866.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0020671674684087397	adam	10.0	+accuracy	0.9971564970130176	3449.592	1479.0	12.0	1274.0	2154.0	910.0	668.0	1768.0	626.0	882.0	726.0	0.007263773627155272	0.0	0.9164	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4882111877297899	10000.0
53		3.0		1.0	0.9066	0.28608022952915	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	32.0	basic	0.3	['attention final_state meanpool maxpool']	True	188.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3452.256	1324.0	2154.0	940.0	1242.0	1768.0	1160.0	1326.0	750.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.010958216749305751	adam	10.0	+accuracy	0.9215645353437856	3452.248	1571.0	10.0	1274.0	718.0	940.0	1196.0	1768.0	640.0	1326.0	750.0	0.2239875673691125	0.0	0.9056	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2987210421947537	10000.0
54		4.0		19.0	0.9046	0.26980310227650744	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	28.0	False	32.0	basic	0.0	['meanpool attention']	True	417.0	50.0	3.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3493.36	940.0	2154.0	1586.0	1472.0	1406.0	1500.0	922.0	1510.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	2.9246000600364147e-05	adam	10.0	+accuracy	0.9110166175358048	3493.36	7040.0	28.0	856.0	2154.0	1586.0	1338.0	726.0	1500.0	764.0	1316.0	0.2466811202839639	0.0	0.9036	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2693420857855469	10000.0
55		5.0		17.0	0.9204	0.23515386578098985	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	26.0	False	32.0	basic	0.4	['final_state meanpool maxpool attention']	True	260.0	50.0	3.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3474.196	1324.0	792.0	940.0	1534.0	1942.0	792.0	1396.0	1368.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	9.231485364554902e-05	adam	10.0	+accuracy	0.9380342437760328	3474.196	5191.0	26.0	1238.0	694.0	786.0	1534.0	1158.0	760.0	1396.0	686.0	0.17476124225239256	0.0	0.9198	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.23603851763401065	10000.0
56		6.0		4.0	0.922	0.234977163374424	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	13.0	False	32.0	basic	0.0	['final_state attention meanpool maxpool']	True	250.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3459.308	0.0	0.0	0.0	0.0	0.0	0.0	1761.0	1099.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00040629182365330136	adam	10.0	+accuracy	0.995852137844677	3459.304	1797.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	1761.0	1067.0	0.015648452557785863	0.0	0.917	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4344991300622844	10000.0
57		7.0		1.0	0.9192	0.2381979324350691	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	32.0	basic	0.3	['maxpool final_state']	True	308.0	50.0	1.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3450.1	810.0	2064.0	1586.0	848.0	898.0	784.0	922.0	1388.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0013829654866325625	adam	10.0	+accuracy	0.9911738362942286	3450.1	1222.0	10.0	810.0	2064.0	1586.0	848.0	898.0	784.0	732.0	1328.0	0.02622407555432952	0.0	0.9082	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.5280643948561446	10000.0
58		8.0		3.0	0.9252	0.2365034446357541	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	32.0	basic	0.2	['meanpool maxpool final_state']	True	223.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3455.276	1224.0	2154.0	910.0	668.0	1768.0	898.0	890.0	866.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.000846260722601279	adam	10.0	+accuracy	0.9960956182227672	3455.248	1967.0	12.0	1224.0	2154.0	882.0	668.0	1768.0	878.0	842.0	866.0	0.011805768033419005	0.0	0.9154	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.5743394022819343	10000.0
59		9.0		12.0	0.8782	0.34893153792923426	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	21.0	False	32.0	basic	0.1	['final_state']	True	214.0	50.0	1.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3445.9040000000005	940.0	2154.0	764.0	1446.0	1598.0	1500.0	890.0	1548.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	8.902247458260631e-06	adam	10.0	+accuracy	0.8760684875520657	3445.9040000000005	2308.0	21.0	940.0	2154.0	764.0	660.0	1598.0	734.0	890.0	1548.0	0.3439028476492922	0.0	0.8776	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.34692125886109226	10000.0
60		10.0		15.0	0.8768	0.35419881562138816	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	24.0	False	32.0	basic	0.1	['attention meanpool']	True	68.0	50.0	1.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3445.684	644.0	1092.0	1586.0	1472.0	872.0	784.0	922.0	674.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.3312166417665324e-05	adam	10.0	+accuracy	0.8761293576465883	3445.684	2681.0	24.0	644.0	1092.0	1586.0	812.0	872.0	784.0	922.0	674.0	0.353881496737069	0.0	0.8764	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.35312595431971705	10000.0
61		11.0		22.0	0.884	0.32495054099590154	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	31.0	False	32.0	basic	0.3	['attention maxpool']	True	449.0	50.0	3.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3494.94	1324.0	2154.0	940.0	1484.0	1854.0	1500.0	1396.0	1548.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	7.330328335839749e-06	adam	10.0	+accuracy	0.8849989999913043	3494.94	8309.0	31.0	1248.0	746.0	940.0	1484.0	1854.0	728.0	1396.0	1292.0	0.32146854646313205	0.0	0.8834	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.3244371809017886	10000.0
62		12.0		4.0	0.9234	0.2361827497459521	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	13.0	False	32.0	basic	0.3	['maxpool']	True	288.0	50.0	1.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3448.156	940.0	2154.0	1666.0	1446.0	758.0	1500.0	864.0	1548.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0005669523479018688	adam	10.0	+accuracy	0.9776085009434864	3448.156	1446.0	13.0	940.0	2154.0	716.0	1446.0	758.0	1500.0	864.0	1548.0	0.0666997360410744	0.0	0.9209999999999999	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.3046137057482057	10000.0
63		13.0		23.0	0.879	0.3421368026619504	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	32.0	False	32.0	basic	0.2	['meanpool']	True	181.0	50.0	3.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3455.564000000001	1294.0	712.0	812.0	1534.0	1180.0	776.0	1396.0	686.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	6.007999360587722e-06	adam	10.0	+accuracy	0.8795641701232184	3455.564000000001	5024.0	32.0	1.0	1.0	1.0	1.0	1180.0	1.0	1.0	1.0	0.34049766165975004	0.0	0.879	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.3421043282861163	10000.0
64		14.0		0.0	0.9124	0.274146197494238	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	32.0	basic	0.2	['meanpool final_state']	True	301.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3460.092	836.0	2064.0	1586.0	1070.0	1406.0	1500.0	772.0	1448.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.007009694128257523	adam	10.0	+accuracy	0.9326950669136254	3460.092	1547.0	9.0	836.0	2064.0	1586.0	1070.0	1406.0	1500.0	772.0	1448.0	0.1883074951196959	0.0	0.9026	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.3141266351245391	10000.0
65		15.0		15.0	0.8716	0.3771291488105325	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	24.0	False	32.0	basic	0.2	['attention meanpool maxpool']	True	451.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3476.16	940.0	2154.0	1586.0	1446.0	1598.0	1500.0	890.0	1548.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.4872136260095812e-06	adam	10.0	+accuracy	0.8644509952260454	3476.16	4845.0	24.0	940.0	2154.0	740.0	660.0	1598.0	1500.0	890.0	1548.0	0.3792009420949981	0.0	0.8712	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.3761770613728815	10000.0
66		16.0		1.0	0.9206	0.2463717222403569	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	32.0	basic	0.4	['attention']	True	211.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3453.3759999999997	870.0	2154.0	882.0	660.0	1768.0	858.0	890.0	1548.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.007548426662786509	adam	10.0	+accuracy	0.937182062452717	3453.3759999999997	1610.0	10.0	870.0	2154.0	882.0	660.0	1768.0	858.0	806.0	838.0	0.17820768406781545	0.0	0.9066	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2970292706066256	10000.0
67		17.0		1.0	0.915	0.25067392921751475	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	32.0	basic	0.0	['attention maxpool']	True	148.0	50.0	2.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3449.488	1294.0	712.0	812.0	1534.0	1158.0	776.0	1396.0	686.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.005815546011963029	adam	10.0	+accuracy	0.9616257532674196	3449.488	1507.0	10.0	1294.0	712.0	812.0	1.0	1110.0	776.0	1396.0	686.0	0.10817494916402604	0.0	0.9072	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.33014137978861285	10000.0
68		18.0		6.0	0.9142	0.3414651611048705	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	32.0	basic	0.1	['final_state']	True	326.0	50.0	3.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3476.752	862.0	2154.0	1586.0	1338.0	1406.0	1500.0	772.0	1510.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.003939221849224635	adam	10.0	+accuracy	0.9966956234402038	3476.752	3239.0	15.0	862.0	2154.0	1586.0	1338.0	1406.0	1500.0	772.0	1510.0	0.007919139256644269	0.0	0.9068	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.8388156608358073	10000.0
69		19.0		43.0	0.8568	0.41103408566326094	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	49.0	False	32.0	basic	0.4	['attention final_state']	True	115.0	50.0	1.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3445.124000000001	1274.0	2154.0	910.0	668.0	1768.0	1500.0	1260.0	1548.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	3.5000201729112997e-06	adam	10.0	+accuracy	0.8538943816902755	3445.124000000001	5369.0	49.0	1274.0	718.0	910.0	668.0	1768.0	640.0	1260.0	750.0	0.4184108381975871	0.0	0.8566	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4107716076882781	10000.0
70		20.0		11.0	0.9214	0.2387860427806332	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	20.0	False	32.0	basic	0.2	['meanpool']	True	102.0	50.0	3.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3452.112	862.0	2154.0	1586.0	1338.0	1406.0	1500.0	772.0	1510.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0001478852958644115	adam	10.0	+accuracy	0.944529952434369	3452.112	3704.0000000000014	20.0	800.0	2154.0	1586.0	1338.0	1406.0	1500.0	772.0	1510.0	0.16274106746117606	0.0	0.9196	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2436293121071378	10000.0
71		21.0		4.0	0.9208	0.2478576834627967	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	13.0	False	32.0	basic	0.4	['final_state meanpool attention maxpool']	True	425.0	50.0	3.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3490.0240000000013	940.0	2154.0	1666.0	1446.0	1598.0	1500.0	890.0	1548.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0007749567184646367	adam	10.0	+accuracy	0.9961912712284454	3490.0240000000013	3519.0	13.0	940.0	2154.0	764.0	660.0	1598.0	734.0	890.0	1548.0	0.009629584299616823	0.0	0.9098	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6858535582425108	10000.0
72		22.0		1.0	0.9208	0.2361925022712179	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	32.0	basic	0.1	['attention final_state']	True	264.0	50.0	1.0	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3446.3320000000012	644.0	1024.0	1508.0	1414.0	826.0	784.0	898.0	674.0						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0018983860690702445	adam	10.0	+accuracy	0.9954434386385967	3446.3320000000012	1262.0	10.0	644.0	1024.0	1508.0	1414.0	826.0	784.0	898.0	674.0	0.013959949400792138	0.0	0.9112	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6336847485820201	10000.0
