	Unnamed: 0	best_epoch	best_validation_em	best_validation_end_acc	best_validation_f1	best_validation_loss	best_validation_span_acc	best_validation_start_acc	dataset_reader.sample	dataset_reader.token_indexers.token_characters.character_tokenizer.byte_encoding	dataset_reader.token_indexers.token_characters.character_tokenizer.end_tokens	dataset_reader.token_indexers.token_characters.character_tokenizer.start_tokens	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.dropout	model.modeling_layer.bidirectional	model.modeling_layer.dropout	model.modeling_layer.hidden_size	model.modeling_layer.input_size	model.modeling_layer.num_layers	model.modeling_layer.type	model.num_highway_layers	model.phrase_layer.bidirectional	model.phrase_layer.dropout	model.phrase_layer.hidden_size	model.phrase_layer.input_size	model.phrase_layer.num_layers	model.phrase_layer.type	model.similarity_function.combination	model.similarity_function.tensor_1_dim	model.similarity_function.tensor_2_dim	model.similarity_function.type	model.span_end_encoder.bidirectional	model.span_end_encoder.dropout	model.span_end_encoder.hidden_size	model.span_end_encoder.input_size	model.span_end_encoder.num_layers	model.span_end_encoder.type	model.text_field_embedder.token_embedders.token_characters.dropout	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.embedding.num_embeddings	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.betas	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_cpu_memory_MB	training_duration	training_em	training_end_acc	training_epochs	training_f1	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_span_acc	training_start_acc	training_start_epoch	validation_data_path	validation_em	validation_end_acc	validation_f1	validation_loss	validation_span_acc	validation_start_acc
10	10	10	0.6396404919583728	0.6366130558183538	0.7387882722824007	3.1179005867955185	0.5151371807000946	0.6024597918637654	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3693124140324333	True	0.06826542607694043	341	2432	1	lstm	2	True	0.006100626821533839	304	296	2	lstm	x,y,x*y	608	608	linear	True	0.3430640234826089	73	4478	1	lstm	0.3850122969778815	43	262	43	[1, 2, 3, 4]	49	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7653.175999999998	7221	7677	7485	7777					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.258024812900152	0.5	max	2	reduce_on_plateau	20	['0.9857654743969362', '0.9375756749171239']	0.00026687575184660176	adam	10	+em	7653.175999999998	28462.0	0.8972591011312915	0.9310494412036668	19	0.950921501830854	7221	7197	6035	6045					0.4317039545730913	0.8749643260767817	0.9230813137136268	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6083254493850521	0.6120151371807001	0.7213194577572836	5.164016778909132	0.4804162724692526	0.5761589403973509
11	11	12	0.3512771996215705	0.369914853358562	0.4427208723819003	4.914775493105314	0.27975402081362344	0.3464522232734153	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4377646371452109	True	0.1423374254381377	457	2912	3	lstm	2	True	0.3925983570919637	364	268	3	lstm	x,y,x*y	728	728	linear	True	0.31693431647426984	183	5654	1	lstm	0.11801174759091206	32	262	32	[1, 2, 3]	56	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7692.004	7931	7615	7713	8055					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.29358650091893	0.5	max	2	reduce_on_plateau	20	['0.9835340856962703', '0.9657952115841064']	0.001285053391122683	adam	10	+em	7692.004	47296.0	0.5528716081233804	0.6348816767314696	19	0.6625897200165037	7669	5359	7713	6187					2.334234054001499	0.5196406351670682	0.6170047603283143	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.34531693472090824	0.3618732261116367	0.43789525755260494	6.156049218011876	0.2769157994323557	0.33642384105960266
12	12	19	0.4230842005676443	0.4754020813623462	0.5538276216094266	4.144566398886076	0.3382213812677389	0.4180700094607379	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.2558551063514902	True	0.11775761458789052	159	2576	3	lstm	1	True	0.15874600509911946	322	185	2	lstm	x,y,x*y	644	644	linear	True	0.24596200478033786	174	3530	2	lstm	0.3125223403381336	44	262	44	[1, 2, 3, 4, 5]	17	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7655.02	7931	7613	7993	7447					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.702218996375786	0.5	max	2	reduce_on_plateau	20	['0.940246836683322', '0.9531785998206515']	1.0267988732292624e-05	adam	10	+em	7655.02	34526.0	0.36587175652690096	0.4895832144202559	19	0.5275675663251518	7931	7613	7345	7447					4.077577580033917	0.3259397938332629	0.4134636240139728	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.4230842005676443	0.4754020813623462	0.5538276216094266	4.144566398886076	0.3382213812677389	0.4180700094607379
13	13	19	0.29053926206244085	0.3842951750236519	0.4330870913884056	5.021448020675358	0.235666982024598	0.3072847682119205	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.31194291904987825	True	0.20962372442953364	179	1440	2	lstm	1	True	0.2387282947867325	180	410	2	lstm	x,y,x*y	360	360	linear	True	0.3531201294192249	400	2514	3	lstm	0.0014516187479686748	27	262	27	[1, 2, 3, 4, 5]	62	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7665.764	7211	8011	7249	8085					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.011485289065499	0.5	max	2	reduce_on_plateau	20	['0.9739946714057972', '0.969094172252755']	6.144917077991898e-06	adam	10	+em	7665.764	39045.0	0.24024246852133016	0.3744334980992934	19	0.38894481876699816	6383	6631	6519	8085					5.135762439710365	0.21698877841071249	0.2874233724129271	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.29053926206244085	0.3842951750236519	0.4330870913884056	5.021448020675358	0.235666982024598	0.3072847682119205
14	14	10	0.6792809839167455	0.6753074739829706	0.7712637595952572	2.51741482883286	0.5540208136234627	0.6334910122989593	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4966530082109615	True	0.47674522059840396	416	1904	2	lstm	3	True	0.39593140924235537	238	256	1	lstm	x,y,x*y	476	476	linear	True	0.17752607311192398	83	4400	3	lstm	0.00867967938948533	56	262	56	[1, 2, 3, 4]	39	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7644.148	7273	8043	6673	7448					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.14883788801615	0.5	max	2	reduce_on_plateau	20	['0.9440083438462812', '0.9757522303172717']	0.00016646769681899517	adam	10	+em	7644.148	34031.0	0.7642210527517438	0.8336967316978504	19	0.8836050722865972	5239	8011	5217	4969					1.1063352315815072	0.7113551524560783	0.8000890421123529	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6660359508041628	0.6633869441816461	0.7630364018571854	3.3975928798205186	0.5369914853358562	0.6147587511825923
15	15	19	0.056669820245979184	0.12015137180700095	0.14451453902987182	7.493138900502907	0.04550614947965941	0.09082308420056764	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1905838141587426	True	0.2488407497715973	125	1256	1	lstm	3	True	0.4038896183058575	157	184	1	lstm	x,y,x*y	314	314	linear	True	0.1603987218513896	290	2006	1	lstm	0.39273367854207625	53	262	53	[1, 2, 3, 4]	21	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7648.096	4693	7769	7695	7747					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.726770905979032	0.5	max	2	reduce_on_plateau	20	['0.9195559426889882', '0.9571422539521907']	1.5436077480970019e-06	adam	10	+em	7648.096	22344.0	0.04681560291784153	0.11849450336191053	19	0.12437102376367325	4693	7205	6615	7747					7.527751283863362	0.04357355677576228	0.09018367789586636	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.056669820245979184	0.12015137180700095	0.14451453902987182	7.493138900502907	0.04550614947965941	0.09082308420056764
16	16	16	0.653926206244087	0.6422894985808894	0.7494783800470706	2.9324809608589324	0.5247871333964049	0.6091769157994323	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4179020209486588	True	0.16949852994326134	350	2088	2	lstm	3	True	0.31576773617423265	261	255	2	lstm	x,y,x*y	522	522	linear	True	0.4148897622537264	281	4188	2	lstm	0.20604285966839248	25	262	25	[1, 2, 3, 4, 5]	31	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7652.364	7669	7835	7835	7607					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.30435949392531	0.5	max	2	reduce_on_plateau	20	['0.9969703977074292', '0.922335474761521']	0.0001926094116596915	adam	10	+em	7652.364	37262.0	0.6445164899142685	0.7205333394216829	19	0.7807736959730027	7235	7835	7835	5183					1.9766424671482279	0.5872441466226783	0.6855786024954623	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6404919583727531	0.63519394512772	0.7417286729968713	2.9770165793654058	0.5105014191106906	0.5976348155156103
17	17	6	0.011825922421948912	0.013528855250709557	0.04752557695316062	9.761592134946053	0.004635761589403974	0.021570482497634817	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	15	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1218043667211478	True	0.17844101352148978	370	2544	1	lstm	2	True	0.30756052974318143	318	250	2	lstm	x,y,x*y	636	636	linear	True	0.2586053846329599	428	4764	2	lstm	0.2050672270647057	36	262	36	[1, 2, 3, 4, 5]	30	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7702.324	8095	7035	8007	7287					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.26300171240015	0.5	max	2	reduce_on_plateau	20	['0.9708053867363957', '0.9805640362727092']	0.07265151582654962	adam	10	+em	7702.324	32209.000000000004	0.0005936140823525383	0.008550325916962524	15	0.06505638934590988	4717	7035	5121	7287					10.181619384103714	0.00025114441945684314	0.0120206851676389	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.01173131504257332	0.013150425733207191	0.048823319064693546	9.761242986987831	0.005203405865657522	0.020813623462630087
18	18	0	0.012677388836329236	0.01381267738883633	0.04559855481028758	9.761679691193505	0.005203405865657522	0.021475875118259224	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.2318257762061081	True	0.12476185959039587	239	1072	3	lstm	3	True	0.08170738297451541	134	172	2	lstm	x,y,x*y	268	268	linear	True	0.4677514939203221	314	2506	3	lstm	0.0504149148491112	47	262	47	[1, 2, 3, 4]	18	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7653.76	8095	7031	5191	5739					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.850849247632453	0.5	max	2	reduce_on_plateau	20	['0.9417739869511793', '0.9108410406454478']	0.02317768657830682	adam	10	+em	7653.76	18935.0	0.0005936140823525383	0.008287765842075823	9	0.06640454617239425	4717	7031	5191	5739					9.81650765127243	0.0003310540074658386	0.015616616628043697	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.012677388836329236	0.01381267738883633	0.04559855481028758	9.763412665310858	0.005203405865657522	0.021475875118259224
19	19	19	0.11835383159886473	0.1880794701986755	0.22668467602035744	6.737420802758429	0.09536423841059603	0.1562913907284768	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1585914748008304	True	0.4392681864241931	477	824	1	lstm	1	True	0.025323862471020142	103	296	3	lstm	x,y,x*y	206	206	linear	True	0.3789296527604806	247	3686	1	lstm	0.01898453795053512	43	262	43	[1, 2, 3, 4]	49	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7666.911999999998	7825	7035	8007	7287					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.648719738633057	0.5	max	2	reduce_on_plateau	20	['0.9552838598193399', '0.914179929228168']	2.252887892887867e-06	adam	10	+em	7666.911999999998	30683.000000000004	0.09569743946848708	0.1801276270277058	19	0.19670906680313013	4717	4401	6603	4629					6.813840127317872	0.0875580771469994	0.14948800785397093	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.11835383159886473	0.1880794701986755	0.22668467602035744	6.737420802758429	0.09536423841059603	0.1562913907284768
20	20	19	0.380321665089877	0.4210028382213813	0.4965808076566624	4.698989974568724	0.3032166508987701	0.37653736991485337	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4237670799601717	True	0.40568647218464415	441	2064	3	lstm	3	True	0.27410008093867005	258	352	3	lstm	x,y,x*y	516	516	linear	True	0.3346458757634862	158	4710	3	lstm	0.004487681315102243	42	262	42	[1, 2, 3, 4]	63	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7683.936	8021	7677	7485	7777					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.031997025234817	0.5	max	2	reduce_on_plateau	20	['0.921755609581047', '0.9353481567757614']	9.019234505355279e-06	adam	10	+em	7683.936	48547.0	0.3094898343588397	0.4075046518795877	19	0.4487508899064317	7141	6519	6187	6767					4.689308476295643	0.27685247548488	0.3628009452162696	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.380321665089877	0.4210028382213813	0.4965808076566624	4.698989974568724	0.3032166508987701	0.37653736991485337
21	21	19	0.21589403973509927	0.3220435193945128	0.368672597986935	5.654942965543578	0.17105014191106907	0.2405865657521287	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.15382024682084816	True	0.36486531493657454	225	1088	3	lstm	1	True	0.4494299118699212	136	163	1	lstm	x,y,x*y	272	272	linear	True	0.2687351968729728	323	2438	1	lstm	0.4916867547037871	17	262	17	[1, 2, 3]	21	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7650.5	7945	6965	7835	5185					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.047058598025812	0.5	max	2	reduce_on_plateau	20	['0.9666622135533202', '0.9337938429864304']	4.415331853085641e-06	adam	10	+em	7650.5	25616.0	0.17094944006210114	0.302629025445496	19	0.3196987750110834	0	6965	0	0					5.804452685221144	0.15328942111211316	0.2255505199831048	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.21589403973509927	0.3220435193945128	0.368672597986935	5.654942965543578	0.17105014191106907	0.2405865657521287
22	22	9	0.6463576158940397	0.65600756859035	0.7476707613571534	2.830976150039465	0.5230842005676443	0.6091769157994323	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	18	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3094519309186698	True	0.3029555607081655	67	1800	3	lstm	3	True	0.002366042067453389	225	157	2	lstm	x,y,x*y	450	450	linear	True	0.14375646356625366	433	2202	3	lstm	0.07339514798753177	29	262	29	[1, 2, 3]	19	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7670.116	7281	6883	7417	8015					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.173009304563682	0.5	max	2	reduce_on_plateau	20	['0.9298039015954462', '0.9035231000726701']	0.00019148803384590985	adam	10	+em	7670.116	38802.0	0.8296213427093917	0.9531273188050092	18	0.9180512959942008	6715	6187	6043	5841					0.8082961099496171	0.7856139910272948	0.7911505839107752	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6266792809839168	0.6346263008514664	0.7406767623348991	5.133454828687948	0.4987701040681173	0.5949858088930937
23	23	2	0.009649952696310313	0.012015137180700094	0.03139867682251124	9.75944960820693	0.0067171239356669825	0.021475875118259224	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	11	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.11496395916052345	True	0.1101580243548741	445	2272	2	lstm	3	True	0.127112253759183	284	380	3	lstm	x,y,x*y	568	568	linear	True	0.4921849899405252	432	4942	1	lstm	0.10695921955614399	61	262	61	[1, 2, 3, 4, 5]	56	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7677.416	6537	6853	7109	8085					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	5.996325975849046	0.5	max	2	reduce_on_plateau	20	['0.9620927279159661', '0.9835584628332905']	0.009769621233002415	adam	10	+em	7677.416	27003.0	0.0004337949063345472	0.027591639173963168	11	0.061040993559898775	6537	6853	7109	7803					9.792327276081801	0.0002739757303165561	0.019452276852475484	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0	0.03415326395458846	0.06585637851093049	9.729116247208864	0.0	0.021475875118259224
24	24	2	0.06622516556291391	0.1173131504257332	0.14950000547190798	7.313245036057372	0.05477767265846736	0.13131504257332072	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	11	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4232173433724424	True	0.4420191557395856	310	1192	1	lstm	1	True	0.4116978946311233	149	385	1	lstm	x,y,x*y	298	298	linear	True	0.4250467031863752	392	3052	3	lstm	0.2960658162268251	37	262	37	[1, 2, 3, 4, 5]	57	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7688.335999999998	7103	7559	7995	7545					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.139834255628254	0.5	max	2	reduce_on_plateau	20	['0.9695305172948552', '0.9978101751914898']	0.010852086463569414	adam	10	+em	7688.335999999998	20953.0	0.024429502619892917	0.06861950478886747	11	0.10123716855972327	4609	3855	6875	7541					8.215154959970413	0.0219408897361842	0.08147353280288587	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.05231788079470199	0.09649952696310313	0.13011529585223194	7.764127706796066	0.0434247871333964	0.10463576158940398
25	25	9	0.005676442762535478	0.006338694418164617	0.04244496807243658	109.55659505350687	0.003973509933774834	0.013623462630085148	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	18	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.1860928409213194	True	0.07785688309626909	82	1992	2	lstm	2	True	0.28556582192568525	249	230	1	lstm	x,y,x*y	498	498	linear	True	0.10750672927934628	72	2484	3	lstm	0.08860044421163205	31	262	31	[1, 2, 3, 4, 5]	26	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7627.84	7281	7783	8007	8015					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.298603795268737	0.5	max	2	reduce_on_plateau	20	['0.984180697425132', '0.9265932593094782']	0.021840629635683888	adam	10	+em	7627.84	26839.0	0.001038824644116942	0.007694151759723284	18	0.05467222851571714	7281	4663	6605	6099					5267.323073184218	0.0005022888389136863	0.008207856254066828	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0006622516556291393	0.004541154210028382	0.021050065403904084	1037.8824753754075	0.0002838221381267739	0.0033112582781456954
26	26	19	0.19479659413434247	0.2918637653736991	0.3272774860964705	5.9224847535322365	0.16017029328287608	0.21504257332071905	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.27962408165290165	True	0.4012026735794357	112	2400	3	lstm	2	True	0.2992070643633454	300	262	2	lstm	x,y,x*y	600	600	linear	True	0.10542587736955904	268	3072	2	lstm	0.021620277760815758	51	262	51	[1, 2, 3]	54	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7639.28	7669	7615	7713	8055					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.40503038953439	0.5	max	2	reduce_on_plateau	20	['0.94821346037111', '0.9409162207339279']	3.755084383165368e-06	adam	10	+em	7639.28	33971.0	0.1581068277035126	0.2698432630509481	19	0.28120823025120273	7669	5359	7213	6187					6.042488029993832	0.14419114373451752	0.20581285174488287	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.19479659413434247	0.2918637653736991	0.3272774860964705	5.9224847535322365	0.16017029328287608	0.21504257332071905
27	27	19	0.4055818353831599	0.4856196783349101	0.5418958488098472	4.260286809456691	0.3269631031220435	0.3943235572374645	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4519648003135352	True	0.4617566604786064	145	1344	1	lstm	3	True	0.4207670471697808	168	232	1	lstm	x,y,x*y	336	336	linear	True	0.4990278185112055	335	2214	2	lstm	0.13950176001747774	43	262	43	[1, 2, 3]	44	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7632.8	8021	7677	7421	7221					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.637788297805242	0.5	max	2	reduce_on_plateau	20	['0.9100677094111541', '0.9744729169361894']	1.1849558962528865e-05	adam	10	+em	7632.8	25995.0	0.3142273313622302	0.4644573568191418	19	0.4707280440029321	8021	6519	4995	6045					4.543829948063856	0.2799917807280905	0.3450610166782726	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.4055818353831599	0.4856196783349101	0.5418958488098472	4.260286809456691	0.3269631031220435	0.3943235572374645
28	28	16	0.6156102175969725	0.6244087038789026	0.7189638775415901	3.0865421322218047	0.5006622516556292	0.5826868495742668	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3723180885793131	True	0.29724377149021425	276	2720	3	lstm	2	True	0.12145597415333124	340	265	1	lstm	x,y,x*y	680	680	linear	True	0.1880896955211679	323	4376	1	lstm	0.2672076684878927	28	262	28	[1, 2, 3, 4, 5]	33	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7654.711999999998	7893	7103	7109	8085					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.082723998464246	0.5	max	2	reduce_on_plateau	20	['0.9445613116246574', '0.9650376418409798']	4.156762372615701e-05	adam	10	+em	7654.711999999998	35008.0	0.6654984645943447	0.7681594538750443	19	0.810528709400833	6537	6853	7109	7803					1.7435410735051926	0.6053950387561502	0.6920855260904805	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6087038789025544	0.6193945127719962	0.7144919153939101	3.3454238490149395	0.4902554399243141	0.5729422894985808
29	29	0	0.010406811731315043	0.007284768211920529	0.0258155171714942	9.757370816777586	0.007284768211920529	0.021475875118259224	10000	utf-8	[260]	[259]	5	characters	True	single_id	squad	glove	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.35640855150839656	True	0.07801105156928262	401	2080	2	lstm	1	True	0.3753724556634748	260	193	2	lstm	x,y,x*y	520	520	linear	True	0.3681740187564521	186	4486	2	lstm	0.054177520568993054	60	262	60	[1, 2, 3]	31	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7664.06	7275	5559	7695	7747					https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.555363395749644	0.5	max	2	reduce_on_plateau	20	['0.9683323629711607', '0.9470407084482411']	0.02706982974322328	adam	10	+em	7663.592	17945.0	0.0005821984269226817	0.008801470336419365	9	0.06435234031093584	4691	5559	6689	7747					10.099785826086453	0.00025114441945684314	0.010787794381214395	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0	0.03415326395458846	0.06585637851093043	9.75894183362306	0.0	0.021475875118259224
