C	Unnamed: 0	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	bucket	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	dim	embedding	epoch	evaluate_on_test	f1	iterator.batch_size	iterator.type	label_prefix	loss	lr	lr_update_rate	maxn	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	neg	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	penalty	precision	random_state	recall	solver	test_data_path	thread	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size	word_ngrams	ws
	10.0		19.0	0.8606	0.3218147961210601		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			28.0	False		64.0	basic						0.0		['attention maxpool final_state']		True		508.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4477.72	13357.0	5643.0	9809.0	7781.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	5.328428459990697e-05	adam	10.0	+accuracy	0.87965	4477.72	4478.0	28.0	13357.0	3141.0	9809.0	4045.0	0.2880410075473329	0.0	0.8604	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.32049863851523097	10000.0		
	11.0		4.0	0.9086	0.2337736285562757		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			13.0	False		64.0	basic						0.4		['final_state attention maxpool meanpool']		True		273.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4445.8279999999995	5181.0	7657.0	3891.0	14255.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0007225629591378757	adam	10.0	+accuracy	0.9972	4445.8279999999995	1420.0	13.0	5181.0	7657.0	2971.0	14255.0	0.013520561366940078	0.0	0.8992	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5116527503992938	10000.0		
	12.0		1.0	0.9104	0.22356951859178426		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			10.0	False		64.0	basic						0.2		['maxpool attention meanpool']		True		435.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4442.384	13183.0	10493.0	10005.0	3619.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0052410162591787724	adam	10.0	+accuracy	1.0	4442.384	1020.0	10.0	13183.0	10493.0	10005.0	3619.0	0.0002914272581997771	0.0	0.9006	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6718900920469549	10000.0		
	13.0		19.0	0.8406	0.3638820166263399		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			28.0	False		64.0	basic						0.3		['meanpool']		True		323.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4450.516	13183.0	10493.0	10005.0	6301.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	5.249029748950227e-05	adam	10.0	+accuracy	0.8559	4450.516	3116.0	28.0	3591.0	10493.0	10005.0	3619.0	0.33846419011822904	0.0	0.8392	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3623429335936715	10000.0		
	14.0		15.0	0.7542	0.5089619985864132		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			24.0	False		64.0	basic						0.0		['attention maxpool final_state']		True		457.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4471.712	13357.0	4629.0	9809.0	7781.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	4.475777123044898e-06	adam	10.0	+accuracy	0.75945	4469.936	3640.0	24.0	5887.0	3141.0	9809.0	4645.0	0.5011475911726967	0.0	0.7518	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5067996126186999	10000.0		
	15.0		25.0	0.9026	0.2607505566711667		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			34.0	False		64.0	basic						0.4		['attention meanpool final_state maxpool']		True		96.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4453.0920000000015	13357.0	4629.0	9809.0	4645.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0002776446664680844	adam	10.0	+accuracy	0.94215	4453.0920000000015	4382.0	34.0	9935.0	3141.0	2643.0	4645.0	0.15985167391907673	0.0	0.9018	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2608781822874576	10000.0		
	16.0		19.0	0.8088	0.42438468280472336		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			28.0	False		64.0	basic						0.2		['final_state maxpool meanpool']		True		92.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4445.76	13917.0	3353.0	5463.0	8623.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	3.639478577250904e-05	adam	10.0	+accuracy	0.81825	4445.76	2860.0	28.0	13917.0	3353.0	5463.0	8623.0	0.4076481238245584	0.0	0.8082	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4235372277377527	10000.0		
	17.0		1.0	0.91	0.2253747659770748		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			10.0	False		64.0	basic						0.4		['maxpool meanpool']		True		295.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4387.4	7594.0											s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.006083117357764834	adam	10.0	+accuracy	0.9946	4387.312	1111.0	10.0	7594.0				0.018032024006029	0.0	0.885	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6612220873372464	10000.0		
	18.0		17.0	0.8312	0.3830640387685993		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			26.0	False		64.0	basic						0.1		['attention maxpool meanpool final_state']		True		150.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4444.988	13917.0	10889.0	3955.0	6603.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	3.7922988932151535e-05	adam	10.0	+accuracy	0.8427	4444.984	2871.0	26.0	13917.0	3169.0	3955.0	5955.0	0.3636975201269308	0.0	0.8304	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3814012159275103	10000.0		
	19.0		18.0	0.8788	0.2871886326731006		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			27.0	False		64.0	basic						0.0		['meanpool']		True		101.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4436.304	13183.0	10493.0	10005.0	3619.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0002273330738428763	adam	10.0	+accuracy	0.91535	4436.304	1739.0	27.0	3591.0	10493.0	10005.0	3619.0	0.21524697889725625	0.0	0.878	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2905538311298889	10000.0		
	20.0		27.0	0.8874	0.2787912503073487		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			36.0	False		64.0	basic						0.3		['meanpool maxpool attention final_state']		True		125.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4436.916	4103.0	1093.0	4827.0	4623.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00018223790378409086	adam	10.0	+accuracy	0.90915	4436.916	2370.0	36.0	4103.0	0.0	0.0	0.0	0.2265430261818365	0.0	0.8859999999999999	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2783839356484292	10000.0		
	21.0		36.0	0.8922	0.2740886185931254		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			45.0	False		64.0	basic						0.2		['attention']		True		469.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4496.508	13917.0	10889.0	9013.0	11339.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00015039124786295048	adam	10.0	+accuracy	0.92125	4496.508	9475.0	45.0	13917.0	5145.0	5463.0	8623.0	0.2039889917848781	0.0	0.892	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2741191460739208	10000.0		
	22.0		15.0	0.7702	0.485437856067585		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			24.0	False		64.0	basic						0.4		['final_state maxpool attention']		True		134.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4456.356	6363.0	9245.0	6623.0	6301.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.0709454049888398e-05	adam	10.0	+accuracy	0.77625	4456.356	3547.0	24.0	6363.0	9245.0	6623.0	6301.0	0.4768945981328861	0.0	0.7672	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4835216983964172	10000.0		
	23.0		25.0	0.895	0.26690036058425903		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			34.0	False		64.0	basic						0.3		['meanpool maxpool final_state attention']		True		65.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4446.948	10641.0	10795.0	2777.0	12281.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00028082189957713105	adam	10.0	+accuracy	0.9357	4446.948	3567.0	34.0	10641.0	10795.0	2777.0	2865.0	0.17448357602182668	0.0	0.894	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2666850078709518	10000.0		
	24.0		19.0	0.893	0.2617200454579124		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			28.0	False		64.0	basic						0.3		['attention meanpool']		True		283.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4440.335999999998	13357.0	5643.0	7023.0	7781.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00022658639718165283	adam	10.0	+accuracy	0.9229999999999999	4440.324000000001	1935.0	28.0	13357.0	593.0	7023.0	7781.0	0.20054977037274416	0.0	0.8926	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2627697915216036	10000.0		
	25.0		10.0	0.6404	0.6732926949670043		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			19.0	False		64.0	basic						0.1		['maxpool']		True		392.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4456.9079999999985	10913.0	4919.0	8993.0	7483.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	2.6841866773008563e-06	adam	10.0	+accuracy	0.65005	4456.9079999999985	2273.0	19.0	10913.0	4919.0	8993.0	7483.0	0.6666719425981418	0.0	0.6394	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.667852854426903	10000.0		
	26.0		9.0	0.8809999999999999	0.3965653920475441		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			18.0	False		64.0	basic						0.3		['attention final_state']		True		177.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4446.7559999999985	6363.0	7419.0	4343.0	6301.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0174155736031256	adam	10.0	+accuracy	0.9992	4446.7559999999985	1954.0	18.0	6363.0	6825.0	4343.0	6301.0	0.004145439901648048	0.0	0.8740000000000001	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7555714338263378	10000.0		
	27.0		5.0	0.9066	0.24602227082735376		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			14.0	False		64.0	basic						0.2		['attention meanpool final_state']		True		387.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4484.44	13917.0	10889.0	9013.0	11339.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0008314452063362335	adam	10.0	+accuracy	0.9990000000000001	4484.44	2704.0	14.0	13917.0	10889.0	3485.0	11339.0	0.007361065264577016	0.0	0.8936	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7136622278750697	10000.0		
	28.0		21.0	0.9006	0.2500677222881136		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			30.0	False		64.0	basic						0.0		['maxpool attention meanpool final_state']		True		186.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4438.572	6363.0	9245.0	6623.0	6301.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0002970569167503273	adam	10.0	+accuracy	0.94325	4438.572	2109.0	30.0	6363.0	9245.0	6623.0	2593.0	0.15159673037858434	0.0	0.9004	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2507433325429506	10000.0		
