Unnamed: 0	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	bucket	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	dim	embedding	epoch	evaluate_on_test	f1	iterator.batch_size	iterator.type	label_prefix	loss	lr	lr_update_rate	maxn	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	neg	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	precision	recall	test_data_path	thread	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size	word_ngrams	ws
10.0		13.0	0.897	0.25347529257400125		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			22	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4418.232	1437.0	1313.0	1481.0	1445.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0027392829480007	adam	10.0	+accuracy	0.9438	4418.232	441.0	22.0	1377.0	1313.0	1481.0	1445.0	0.15748460295672614	0.0	0.8968	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2543487386612953	10000.0		
11.0		30.0	0.8472	0.379422101227543		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			39	False		64.0	basic						0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4417.936	1313.0	1473.0	1491.0	1461.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00041533763608694174	adam	10.0	+accuracy	0.86655	4417.936	750.0	39.0	1313.0	11.0	1491.0	1461.0	0.3595882362831896	0.0	0.847	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3792887933646577	10000.0		
12.0		0.0	0.5	0.7202480661718151		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4415.352	1313.0	1313.0	1389.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.597059350757513e-06	adam	10.0	+accuracy	0.5011	4415.352	195.0	9.0	1313.0	1313.0	1355.0	1243.0	0.7429486735941122	0.0	0.5	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7128993574577042	10000.0		
13.0		7.0	0.8972	0.2798047928681857		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			16	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4421.1359999999995	1455.0	1397.0	1473.0	1427.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00563071713340309	adam	10.0	+accuracy	0.97155	4421.1359999999995	330.0	16.0	1455.0	1397.0	1339.0	1427.0	0.08873000305395919	0.0	0.892	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.30979864506781857	10000.0		
14.0		0.0	0.892	0.26581488012135784		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4423.788	1323.0	1269.0	1473.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04820101233992973	adam	10.0	+accuracy	0.98605	4423.788	198.0	9.0	1323.0	1269.0	1473.0	1291.0	0.037427584599025135	0.0	0.8598	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8869402327492267	10000.0		
15.0		18.0	0.8508	0.3789501307131369		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			27	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4413.2159999999985	1323.0	1465.0	1299.0	1443.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0004464869679600376	adam	10.0	+accuracy	0.86315	4413.2159999999985	541.0	27.0	1323.0	1269.0	1299.0	1443.0	0.3609587746782425	0.0	0.8504	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3767881072774718	10000.0		
16.0		17.0	0.6654	0.6796944624261011		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			26	False		64.0	basic						0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4418.4	1265.0	1335.0	1437.0	1485.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.6630033418811906e-05	adam	10.0	+accuracy	0.5886	4418.3679999999995	513.0	26.0	1265.0	1277.0	1323.0	1485.0	0.680111758053874	0.0	0.6652	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6795694631866261	10000.0		
17.0		2.0	0.8922	0.27699349037831344		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			11	False		64.0	basic						0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4420.768	1437.0	1313.0	1373.0	1411.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.011004545449999787	adam	10.0	+accuracy	0.99445	4420.612	234.00000000000003	11.0	1245.0	1313.0	1373.0	1411.0	0.024386983018178054	0.0	0.8712	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6060919663574122	10000.0		
18.0		38.0	0.4708	0.6951334423656705		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			47	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4416.692	1437.0	1277.0	1323.0	1485.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	4.93293715671224e-06	adam	10.0	+accuracy	0.48205	4416.692	917.0	47.0	1437.0	1277.0	1323.0	11.0	0.6976856735948557	0.0	0.4698	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6951221702974054	10000.0		
19.0		30.0	0.7120000000000001	0.6290499620799777		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			39	False		64.0	basic						0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4418.628	1313.0	1335.0	1491.0	1485.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	9.485513907333947e-05	adam	10.0	+accuracy	0.72245	4418.628	758.0	39.0	1265.0	1335.0	11.0	1485.0	0.624449322208429	0.0	0.7120000000000001	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6289994995805281	10000.0		
20.0		0.0	0.4996	0.6963407374635527		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4420.2440000000015	1313.0	1353.0	1355.0	1243.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.4710706106338713e-06	adam	10.0	+accuracy	0.50265	4420.2440000000015	198.0	9.0	1313.0	1209.0	1355.0	1243.0	0.6989730518465986	0.0	0.4994	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6947442572328109	10000.0		
21.0		10.0	0.8972	0.2565310516312153		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			19	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4414.736	1323.0	1277.0	1323.0	1485.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.002987928126524508	adam	10.0	+accuracy	0.94935	4414.736	383.0	19.0	1323.0	1277.0	1323.0	1313.0	0.14701858768685938	0.0	0.8962	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.25930362449416633	10000.0		
22.0		26.0	0.6814	0.6466550736487666		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			35	False		64.0	basic						0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4419.724	1323.0	1397.0	1473.0	1443.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	9.199571257115192e-05	adam	10.0	+accuracy	0.6731	4419.6	682.0	35.0	1323.0	1397.0	1473.0	1427.0	0.6447062412389932	0.0	0.6814	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6465476879590675	10000.0		
23.0		1.0	0.8856	0.2856660477722747		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			10	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4418.12	1377.0	1471.0	1481.0	1445.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07514387118547615	adam	10.0	+accuracy	0.98425	4418.12	214.0	10.0	1377.0	1471.0	1481.0	1379.0	0.04341325961416378	0.0	0.865	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8416789949317521	10000.0		
24.0		18.0	0.8628	0.3338126121442529		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			27	False		64.0	basic						0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4412.82	1437.0	1313.0	1373.0	1411.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0006658365926994367	adam	10.0	+accuracy	0.8772	4412.82	532.0	27.0	1437.0	1313.0	1373.0	1411.0	0.314450865926834	0.0	0.8628	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3322191725048837	10000.0		
25.0		0.0	0.8902	0.25965473433084124		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4416.844	1437.0	1313.0	1373.0	1411.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.05540319884468494	adam	10.0	+accuracy	0.97965	4416.844	196.0	9.0	1313.0	1313.0	1373.0	1411.0	0.058988841307072784	0.0	0.8638	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6432221445101726	10000.0		
26.0		17.0	0.89	0.2712819233913965		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			26	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4419.448	1323.0	1379.0	1389.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0011010771774773377	adam	10.0	+accuracy	0.91765	4419.448	520.0	26.0	1293.0	1193.0	1389.0	1291.0	0.22316375410499664	0.0	0.8898	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2702628972975514	10000.0		
27.0		8.0	0.8972	0.2546107653952852		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			17	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4421.084	1313.0	1265.0	1491.0	1393.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.003082914309567649	adam	10.0	+accuracy	0.9492	4421.084	349.0	17.0	1313.0	1265.0	1491.0	1257.0	0.1450983068218437	0.0	0.8956	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2592008447722544	10000.0		
28.0		0.0	0.8896	0.2696607439201089		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4416.188	1291.0	1335.0	1403.0	1461.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.012112730580024123	adam	10.0	+accuracy	0.9903	4415.972	198.0	9.0	1291.0	1335.0	1403.0	1461.0	0.030419892497574937	0.0	0.8654	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7272578704206251	10000.0		
29.0		14.0	0.8956	0.2549291187072102		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			23	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4412.948	1377.0	1471.0	1481.0	1379.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.001711381966631543	adam	10.0	+accuracy	0.93895	4412.948	463.00000000000006	23.0	1313.0	11.0	1481.0	1379.0	0.17245405505354794	0.0	0.8948	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2544317845302292	10000.0		
30.0		30.0	0.836	0.4008433962170082		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			39	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4419.052	1455.0	1397.0	1473.0	1427.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00047049533017694034	adam	10.0	+accuracy	0.84085	4419.052	761.0	39.0	1455.0	0.0	0.0	1427.0	0.3968045745794765	0.0	0.836	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.40069812838035296	10000.0		
