Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.archive_file	model.input_embedder.token_embedders.elmo.bos_eos_tokens	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.remove_bos_eos	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size
10	3	0.8119266055045872	0.459798453109605	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	12	False	32	basic	0.3	['meanpool final_state maxpool attention']	True	208	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2543.612	831	845	1169	851	749	1127	855	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000788683685084882	adam	10	+accuracy	0.9966763005780348	2543.612	138.0	12	789	819	1169	851	733	1127	855	683	0.009033265682409437	0	0.8073394495412844	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	1.8986971037728448	10000
11	0	0.5584862385321101	0.6923040854079383	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	9	False	32	basic	0.0	['meanpool attention']	True	403	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2527.468	715	1027	1335	821	709	615	737	649		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.4379820492586932e-06	adam	10	+accuracy	0.5352601156069364	2527.464	71.0	9	697	1027	1335	821	709	615	737	649	0.685001059885948	0	0.5321100917431193	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6841434474502291	10000
12	1	0.7947247706422018	0.6058644812021937	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.3	['final_state meanpool maxpool']	True	81	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2519.072	831	611	1125	851	589	1075	1109	669		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.04421428274356549	adam	10	+accuracy	0.9880057803468208	2519.072	70.0	10	831	611	1125	851	589	1075	855	669	0.035105829290221637	0	0.7511467889908257	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	2.091262366090502	10000
13	7	0.8084862385321101	0.9880114407943827	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	16	False	32	basic	0.2	['meanpool final_state maxpool']	True	376	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2564.628	831	1007	1465	841	1061	737	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0008422482272383218	adam	10	+accuracy	0.9998554913294798	2564.624	185.0	16	831	1007	719	841	1061	737	1109	1409	0.0014147883761794337	0	0.7901376146788991	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	2.118194886616298	10000
14	12	0.7901376146788991	0.4598768507795674	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	21	False	32	basic	0.0	['maxpool meanpool final_state']	True	500	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2530.444	837	945	1169	853	1085	1127	855	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	8.089953416166686e-05	adam	10	+accuracy	0.8434971098265895	2530.444	161.0	21	837	471	921	853	349	1127	609	647	0.35274802889966744	0	0.7889908256880734	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4652818409459932	10000
15	1	0.8142201834862385	0.4726322080407824	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.3	['meanpool attention']	True	98	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2529.292	645	697	1067	1383	1257	869	629	599		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.004178704621469629	adam	10	+accuracy	1.0	2529.288	91.0	10	637	10	1067	1383	1257	869	629	599	0.0004058687085036857	0	0.8073394495412844	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	2.0470283116613115	10000
16	19	0.7924311926605505	0.4635112216430051	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	28	False	32	basic	0.0	['meanpool maxpool']	True	233	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2525.684	1309	1079	727	599	1279	659	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0001268426065440495	adam	10	+accuracy	0.8539017341040462	2525.684	191.0	28	617	1079	10	599	1205	659	635	925	0.3380298179827528	0	0.7889908256880734	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4651212463421481	10000
17	19	0.6961009174311926	0.662689351609775	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	28	False	32	basic	0.1	['maxpool']	True	341	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2541.944	1181	991	1169	853	1215	1127	855	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.04932779836353979	adam	10	+accuracy	0.9119942196531792	2541.944	246.00000000000003	28	1115	991	923	853	1215	1127	609	647	0.2322370423012615	0	0.6915137614678899	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.7062438290034022	10000
18	1	0.7419724770642202	0.5291515418461391	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.1	['attention']	True	122	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2521.716	1075	663	1067	1383	1257	869	629	605		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.05263687593102677	adam	10	+accuracy	0.7904624277456648	2521.712	94.0	10	1075	663	1067	1383	0	0	629	0	0.4528179903458889	0	0.6444954128440367	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.8070743275540215	10000
19	17	0.7614678899082569	0.483890780380794	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	26	False	32	basic	0.4	['final_state meanpool attention']	True	304	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2521.264	831	819	1169	851	1061	1127	1109	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	6.57373816580106e-05	adam	10	+accuracy	0.7878612716763006	2521.26	186.0	26	789	819	1169	851	733	1127	855	683	0.4479941782039432	0	0.7580275229357798	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4815492725798062	10000
20	13	0.8176605504587156	0.6543749836938721	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	22	False	32	basic	0.2	['final_state meanpool attention']	True	266	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2535.408	831	1057	1465	841	1061	737	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00030728526475660935	adam	10	+accuracy	0.9663294797687858	2535.404	188.0	22	831	597	753	841	1061	737	1109	485	0.09591659597949498	0	0.8084862385321101	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.7594438684838158	10000
21	21	0.7672018348623854	0.4889299230916159	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	30	False	32	basic	0.4	['maxpool']	True	327	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2549.148	1077	697	1069	1383	1257	869	629	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.366218689087373e-05	adam	10	+accuracy	0.7910404624277456	2549.148	340.0	30	0	0	1069	1383	0	0	0	0	0.4460232064883281	0	0.7660550458715596	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4893088404621397	10000
22	4	0.7545871559633027	0.5321345723101071	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	13	False	32	basic	0.2	['attention final_state']	True	136	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2521.192	791	1027	1335	841	1015	615	737	649		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.655593404836921e-05	adam	10	+accuracy	0.74378612716763	2521.192	124.0	13	791	1027	1335	841	1015	615	623	649	0.5195074111635235	0	0.7488532110091743	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.5161076241305896	10000
23	1	0.8027522935779816	0.4725268387368747	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.4	['meanpool']	True	378	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2548.74	1181	1035	923	853	1215	1127	609	647		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0051762553805966395	adam	10	+accuracy	0.9998554913294798	2548.736	95.0	10	1181	1035	923	853	1215	1127	0	647	0.001150759181634347	0	0.786697247706422	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	1.9574765307562687	10000
24	5	0.7511467889908257	0.5254007503390312	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	14	False	32	basic	0.1	['maxpool']	True	457	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2547.196	831	845	1169	851	749	1127	1109	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.787548036340298e-05	adam	10	+accuracy	0.7501445086705202	2547.196	149.0	14	789	819	1169	851	733	1127	855	683	0.5142874574880996	0	0.7431192660550459	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.5154980080468314	10000
25	22	0.8027522935779816	0.4822589733770916	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	31	False	32	basic	0.3	['meanpool final_state']	True	65	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2518.516	1309	1079	923	599	1279	841	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0002481441950988041	adam	10	+accuracy	0.8939306358381502	2518.516	266.0	31	617	669	599	599	1257	841	609	925	0.25896500002953315	0	0.7981651376146789	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4821211738245828	10000
26	18	0.6811926605504587	0.6276415884494781	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	27	False	32	basic	0.3	['meanpool attention maxpool final_state']	True	97	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2521.368	1309	1079	923	599	1279	785	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	9.96529041427427e-06	adam	10	+accuracy	0.6617052023121387	2521.364	226.0	27	617	1079	595	599	1205	411	635	925	0.6378308268186683	0	0.6811926605504587	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6252583286591938	10000
27	1	0.8188073394495413	0.4159657188824245	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.0	['maxpool meanpool attention']	True	441	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2569.512	1309	1079	923	853	1279	1127	635	667		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0024319327219127873	adam	10	+accuracy	0.9994219653179192	2569.512	147.0	10	1245	1079	713	599	1279	657	635	657	0.0016609726319183956	0	0.7935779816513762	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	2.544292905500957	10000
28	17	0.5149082568807339	0.6877784090382713	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	26	False	32	basic	0.2	['maxpool attention']	True	456	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2552.908	1309	1079	923	853	1279	1127	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0912966139345212e-06	adam	10	+accuracy	0.5283236994219653	2552.904	268.0	26	617	1079	595	599	1205	659	635	925	0.6878589567500875	0	0.5149082568807339	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6876419356891087	10000
29	6	0.8073394495412844	1.6274210555212838	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	15	False	32	basic	0.2	['attention meanpool final_state maxpool']	True	153	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2531.856	937	697	1067	1383	1257	869	629	605		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.004451147960168417	adam	10	+accuracy	1.0	2531.856	110.0	15	219	653	1067	1383	0	0	629	605	5.2834607763773827e-05	0	0.7981651376146789	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	2.246020303240844	10000
30	7	0.8302752293577982	1.6109780663890498	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	16	False	32	basic	0.4	['maxpool meanpool']	True	292	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2544.256	1309	1079	867	1383	1279	869	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.002492662470536785	adam	10	+accuracy	0.9998554913294798	2544.256	180.0	16	617	669	0	1305	1257	869	619	925	0.0006625421843083773	0	0.8211009174311926	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	2.32929021439382	10000
31	15	0.6869266055045872	0.6378338805266789	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	24	False	32	basic	0.3	['maxpool attention']	True	134	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2519.252	617	1079	727	1383	1257	869	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.6874671894019935e-05	adam	10	+accuracy	0.6510115606936416	2519.252	163.0	24	617	669	10	1305	1257	869	619	925	0.6450654034790355	0	0.6869266055045872	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6353928936379296	10000
