Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
17	13	0.3505903723887375	1.4988226691881816	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2563.216	573	573	573	573	573	573	571	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000341551738578168	adam	10	+accuracy	0.369499063670412	2563.216	97.0	22	573	573	573	573	573	573	571	573	1.4845005647460026	0	0.34877384196185285	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4956270058949788
18	1	0.3760217983651226	1.5006916721661885	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.1					50.0			[1, 2, 3, 4, 5]	79.0		397.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.56	691	651	635	705	665	589	715	677	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.014397938981096503	adam	10	+accuracy	0.7202715355805244	2538.56	43.0	10	691	651	635	705	655	589	715	677	1.5087503946539182	0	0.3151680290644868	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	25.443094094594322
19	13	0.43415077202543145	1.3565290172894795	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.2		final_state		True		119.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.8520000000003	897	1239	967	757	675	921	1193	733	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00028022224124815687	adam	10	+accuracy	0.5531367041198502	2536.848	139.0	22	897	1239	967	653	633	645	1193	733	1.0731597529418433	0	0.4214350590372389	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3719037903679745
20	2	0.4250681198910082	1.492617666721344	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	64	basic	0.3		meanpool		True		297.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2553.936	771	1239	1163	781	659	921	949	961	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.003961306033843001	adam	10	+accuracy	0.983497191011236	2553.936	76.0	11	771	1179	675	753	649	921	949	961	0.053996928175216286	0	0.3723887375113533	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.545549273490907
21	22	0.3169845594913715	1.5393695036570232	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	31	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2535.8320000000003	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00019059100064265747	adam	10	+accuracy	0.31179775280898875	2535.8320000000003	117.0	31	573	0	573	0	0	0	573	573	1.5394627923396096	0	0.3169845594913715	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.539188219441308
22	8	0.3787465940054496	1.4085780779520671	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.3					50.0			[1, 2, 3, 4, 5]	300.0		302.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.26	675	697	665	753	715	589	715	629	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.009304155741681e-05	adam	10	+accuracy	0.426498127340824	2538.26	72.0	17	675	697	665	669	637	589	715	629	1.348536240520762	0	0.3696639418710264	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3987312184439764
23	9	0.40599455040871935	1.4730704360538058	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	18	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7]	239.0		370.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.12	657	621	677	701	663	695	707	679	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00018500317567922525	adam	10	+accuracy	0.9289559925093632	2543.12	80.0	18	657	243	677	701	663	693	707	679	0.3947698029119577	0	0.4023614895549501	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5479972826109991
24	4	0.3051771117166213	2.023542119397057	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.2		final_state		True		470.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2541.1279999999997	803	1121	1113	781	783	725	849	779	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.07006836376871306	adam	10	+accuracy	0.5283239700374532	2541.124	78.0	13	803	1121	1113	781	639	725	753	779	1.1737933946189596	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9827822049458819
25	18	0.3006357856494096	1.5693312353558009	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	27	64	basic	0.1		final_state		True		106.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.8920000000003	973	1235	643	681	823	1403	645	801	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	5.625241085443561e-06	adam	10	+accuracy	0.2921348314606741	2536.8920000000003	183.0	27	0	0	0	681	687	911	0	0	1.568398182961478	0	0.2970027247956403	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5691872702704537
26	11	0.3578564940962761	1.5370221138000488	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.1												linear					bag_of_word_counts	classifier	2529.3320000000003	569	569	569	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00011721405989431856	adam	10	+accuracy	0.4412453183520599	2529.3320000000003	1499.0	20	569	569	569	569	569	569	569	569	1.479244687663975	0	0.3578564940962761	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5346196161376104
27	8	0.4259763851044505	1.4942373898294237	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.2		final_state		True		437.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2576.756	901	649	1295	847	929	1081	865	1241	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0003724201507520421	adam	10	+accuracy	0.7697799625468165	2576.756	140.0	17	901	649	1295	847	929	1081	865	1241	0.6043631696878974	0	0.4014532243415077	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.015174554453956
28	1	0.3896457765667575	1.3829087879922657	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7]	163.0		314.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.016	691	651	597	741	663	645	693	619	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.003923355781577934	adam	10	+accuracy	0.9980102996254682	2535.928	45.0	10	691	191	597	741	663	645	693	619	0.011848611312348451	0	0.3751135331516803	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.26655211713579
29	0	0.3742052679382379	1.4439320034450955	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.1												linear					bag_of_word_counts	classifier	2530.252	569	569	569	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.023014492317913318	adam	10	+accuracy	0.9648876404494382	2530.244	719.0	9	569	569	569	569	569	569	569	569	0.15289743656097954	0	0.3614895549500454	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.11605785952674
30	13	0.3860127157129882	1.3804429239696927	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	369.0		307.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.4	709	683	647	721	687	741	695	667	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.7667605376160324e-05	adam	10	+accuracy	0.4748361423220974	2536.4	107.0	22	0	0	0	721	687	0	0	0	1.265840574876586	0	0.3732970027247957	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.382020976808336
31	0	0.3723887375113533	1.4185766842630174	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.1												linear					bag_of_word_counts	classifier	2530.008	1122	1118	569	569	567	567	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.013466656481755651	adam	10	+accuracy	0.9564606741573034	2530.004	668.0	9	569	569	569	569	567	567	569	569	0.22080993062969465	0	0.36239782016348776	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.806026723649767
32	8	0.2842870118074477	1.5998302764362757	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.3												linear					bag_of_word_counts	classifier	2541.6279999999997	569	569	569	569	569	569	569	567	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	8.733284158060745e-06	adam	10	+accuracy	0.3087546816479401	2541.6279999999997	1251.0	17	569	569	569	569	569	569	569	567	1.5948720707822202	0	0.2815622161671208	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5982913904719882
33	5	0.3860127157129882	1.45850012699763	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.0												linear					bag_of_word_counts	classifier	2528.552	569	569	567	567	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0006346866771828976	adam	10	+accuracy	0.6762640449438202	2528.552	1083.0	14	569	567	567	567	569	569	569	569	1.1731600725828712	0	0.3832879200726612	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4370725949605303
34	21	0.3188010899182561	1.5381523370742798	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.0		maxpool		True		437.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.024	937	1205	1359	877	989	1081	929	1421	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0272357872086526e-05	adam	10	+accuracy	0.3305243445692884	2549.024	167.0	30	263	10	783	877	989	933	929	663	1.536055007977272	0	0.3188010899182561	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5374876326984832
