Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.archive_file	model.input_embedder.token_embedders.elmo.bos_eos_tokens	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.remove_bos_eos	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size
10	2	0.9304	0.2032933446425426	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	11	False	64	basic	0.1	['maxpool']	True	348	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12204.392	5677	0	5443	5739						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00011542059210757124	adam	10	+accuracy	0.995565178827642	12204.392	7182.0	11	5677	0	5443	5653					0.012813538168315994	0	0.9244	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.4124312422037879	10000
11	2	0.9306	0.2009372006677374	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	11	False	64	basic	0.3	['final_state attention meanpool']	True	341	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12192.28	5445	0	7081	3667						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00017232327576784546	adam	10	+accuracy	0.9945564744041252	12192.28	6739.0	11	4471	0	7081	3667					0.01895316164685609	0	0.9304	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2709797617943981	10000
12	25	0.9068	0.27232855332048633	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	34	False	64	basic	0.3	['maxpool']	True	425	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12252.368	8009	8061	5353	6369						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.020778245043888203	adam	10	+accuracy	0.8951990886877277	12252.368	21390.0	34	6207	0	5353	6369					0.30294719947896936	0	0.9064	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2678992721853377	10000
13	5	0.9302	0.22952477478339706	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	14	False	64	basic	0.3	['meanpool attention maxpool final_state']	True	87	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12179.732	7009	1917	7231	5507						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0002140803234046269	adam	10	+accuracy	0.9836433360290092	12179.732	8715.0	14	3383	0	6883	5507					0.0461953921807421	0	0.9266	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.32701917417064497	10000
14	4	0.9322	0.20514923984868616	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.3	['meanpool maxpool final_state attention']	True	368	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12209.652	3565	0	4985	7627						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.001976535274582799	adam	10	+accuracy	0.9971651927408064	12209.652	8527.0	13	3565	0	3649	5299					0.007305767036610089	0	0.928	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.5893073085742659	10000
15	4	0.9336	0.20912558415645285	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.1	['maxpool final_state attention meanpool']	True	236	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12198.688	5407	0	3503	3571						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.002002515816974212	adam	10	+accuracy	0.9973564987521628	12198.684	8298.0	13	5407	0	3503	3571					0.006621582511389965	0	0.9286	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.5195869378321156	10000
16	10	0.9312	0.2916427633807629	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	19	False	64	basic	0.0	['meanpool final_state maxpool']	True	420	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12194.312	7195	0	5443	5653						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00032984282713002274	adam	10	+accuracy	0.997904329602866	12194.312	11693.0	19	7195	0	3467	3667					0.005470820351487723	0	0.929	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3265625814659686	10000
17	4	0.9274	0.23620268551609186	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.2	['final_state maxpool attention']	True	98	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12182.492	7009	4136	5493	7591						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.012014937326830524	adam	10	+accuracy	0.974764997956504	12182.492	7640.000000000001	13	7009	4136	5493	5413					0.07010262121192999	0	0.9218	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3204964999156662	10000
18	7	0.9342	0.3323642053181612	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	16	False	64	basic	0.1	['meanpool']	True	507	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12274.844	3681	0	4985	3515						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0007875922579520725	adam	10	+accuracy	0.997773893686032	12274.844	11135.0	16	3681	0	4985	3515					0.004492089889685795	0	0.9326	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.5865612612872184	10000
19	7	0.9308	0.21575472579349445	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	16	False	64	basic	0.3	['final_state attention']	True	178	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12190.06	3587	10	4325	7405						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.009319297235950595	adam	10	+accuracy	0.9717214932303759	12190.06	9918.0	16	3587	0	4325	3515					0.07784253492397886	0	0.9256	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.30692652721382396	10000
20	10	0.2504	1.5605331870573986	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	19	False	64	basic	0.1	['maxpool final_state attention meanpool']	True	232	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12197.664	3681	0	4325	5299						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.08033606137401329	adam	10	+accuracy	0.2508456595274742	12197.664	11813.0	19	3681	0	4325	3515					1.4082829409595592	0	0.25	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	1.3997152470335177	10000
21	34	0.9244	0.2275853663494315	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	43	False	64	basic	0.4	['maxpool']	True	480	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12197.816	7163	1917	6883	7613						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.02482168090164049	adam	10	+accuracy	0.9199210427916764	12197.816	25228.0	43	7163	0	6883	4913					0.2273373796802033	0	0.9236	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.227510558370548	10000
22	15	0.8856	0.3416350929042961	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	24	False	64	basic	0.1	['final_state maxpool attention']	True	151	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12181.584	4471	8029	7081	3667						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.806455876163646e-06	adam	10	+accuracy	0.883503334811607	12181.584	13873.0	24	4471	0	5411	3667					0.3449492113717609	0	0.8852	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.33916916839684114	10000
23	37	0.9202	0.2399266098119036	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	46	False	64	basic	0.1	['attention final_state']	True	430	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12289.348	8009	8061	5353	6369						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.009645060435355743	adam	10	+accuracy	0.9278341550796094	12289.348	31028.000000000004	46	3519	0	5353	5703					0.20743272096358145	0	0.9198	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.23981855177803885	10000
24	4	0.9332	0.19636132964227773	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.3	['attention final_state maxpool']	True	208	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12183.796	7257	0	3427	5703						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00026186773995149053	adam	10	+accuracy	0.9905303524378472	12183.796	7623.000000000001	13	7257	0	3427	5703					0.03050240373594451	0	0.9324	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2465788373087026	10000
25	10	0.9296	0.19858295564787296	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	19	False	64	basic	0.1	['maxpool attention']	True	313	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12189.488	7257	0	6981	3459						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.666972879454784e-05	adam	10	+accuracy	0.9605561787493804	12189.488	11088.0	19	7257	0	3465	3459					0.11876472618801932	0	0.9292	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.1978977133013025	10000
